customer code	Clientnr	Name of customer	ATT	Street	Zipcode	City	X co-ordinate network location	Y co-ordinate network location	Fixed loading time	Var. loading time per pallet	Fixed unloading time	Var. unloading time per pallet	Start first time window day 0	End first time window day 0	Start first time window day 1	End first time window day 1	Start first time window day 2	End first time window day 2	Start first time window day 3	End first time window day 3	Start first time window day 4	End first time window day 4	Start first time window day 5	End first time window day 5	Deliverydate	Latest delivery date	All depots admitted	Pallets collect	Pallets deliver	ID for obliged group delivery	Division name	Depot 1	id_cwbMasterVisit	cutOff	Kg deliver	Cubics deliver	Address_code	addresskindname	active	id_cwbVisit	id_cwbMasterVisitProduct	deliveryId	NoOfHistoricalWeeks	NoOfRealizedDeliveries	HistoricalFrequency
207472	87798D1	Bunnpris Lerkendal	FRYS	Dybdahls veg	7051	Trondheim	10.4142043	63.41354	5	0.02	10	0.02			08:15	10:15									20010102	20010102	0		130		ASKO_MIDT-NORGE	741	87798	W:0 - D:7 - 21:00	442	1692	207472	DAGLIGVARE	1	134174	300073	104476	6	4	0.67
207472	97348D1	Bunnpris Lerkendal	FRYS	Dybdahls veg	7051	Trondheim	10.4142043	63.41354	5	0.02	10	0.02							11:00	13:00					20010104	20010104	0		30		ASKO_MIDT-NORGE	741	97348	W:0 - D:3 - 10:00	56	183	207472	DAGLIGVARE	1	134173	330412	104526	6	3	0.5
207472	87799D1	Bunnpris Lerkendal	FRYS	Dybdahls veg	7051	Trondheim	10.4142043	63.41354	5	0.02	10	0.02									08:00	10:00			20010105	20010105	0		40		ASKO_MIDT-NORGE	741	87799	W:0 - D:3 - 21:00	96	431	207472	DAGLIGVARE	1	134175	300077	104563	6	3	0.5
207472	87798D1	Bunnpris Lerkendal	KJØL	Dybdahls veg	7051	Trondheim	10.4142043	63.41354	5	0.02	10	0.02			08:15	10:15									20010102	20010102	0		110		ASKO_MIDT-NORGE	741	87798	W:0 - D:7 - 21:00	302	831	207472	DAGLIGVARE	1	134174	300074	104476	6	4	0.67
207472	97348D1	Bunnpris Lerkendal	KJØL	Dybdahls veg	7051	Trondheim	10.4142043	63.41354	5	0.02	10	0.02							11:00	13:00					20010104	20010104	0		100		ASKO_MIDT-NORGE	741	97348	W:0 - D:3 - 10:00	268	636	207472	DAGLIGVARE	1	134173	330413	104526	6	3	0.5
207472	87799D1	Bunnpris Lerkendal	KJØL	Dybdahls veg	7051	Trondheim	10.4142043	63.41354	5	0.02	10	0.02									08:00	10:00			20010105	20010105	0		30		ASKO_MIDT-NORGE	741	87799	W:0 - D:3 - 21:00	71	185	207472	DAGLIGVARE	1	134175	300078	104563	6	3	0.5
207472	87798D1	Bunnpris Lerkendal	Norfersk	Dybdahls veg	7051	Trondheim	10.4142043	63.41354	5	0.02	10	0.02			08:15	10:15									20010102	20010102	0		1		ASKO_MIDT-NORGE	741	87798	W:0 - D:6 - 12:00			207472	DAGLIGVARE	1	134174	300075	104476	6	4	0.67
207472	97348D1	Bunnpris Lerkendal	Norfersk	Dybdahls veg	7051	Trondheim	10.4142043	63.41354	5	0.02	10	0.02							11:00	13:00					20010104	20010104	0		1		ASKO_MIDT-NORGE	741	97348	W:0 - D:2 - 12:00			207472	DAGLIGVARE	1	134173	330414	104526	6	3	0.5
207472	87799D1	Bunnpris Lerkendal	Norfersk	Dybdahls veg	7051	Trondheim	10.4142043	63.41354	5	0.02	10	0.02									08:00	10:00			20010105	20010105	0		1		ASKO_MIDT-NORGE	741	87799	W:0 - D:3 - 12:00			207472	DAGLIGVARE	1	134175	300079	104563	6	3	0.5
207472	87798D1	Bunnpris Lerkendal	TØRR	Dybdahls veg	7051	Trondheim	10.4142043	63.41354	5	0.02	10	0.02			08:15	10:15									20010102	20010102	0		250		ASKO_MIDT-NORGE	741	87798	W:0 - D:7 - 21:00	1035	2663	207472	DAGLIGVARE	1	134174	300076	104476	6	4	0.67
207472	97348D1	Bunnpris Lerkendal	TØRR	Dybdahls veg	7051	Trondheim	10.4142043	63.41354	5	0.02	10	0.02							11:00	13:00					20010104	20010104	0		180		ASKO_MIDT-NORGE	741	97348	W:0 - D:3 - 10:00	764	1974	207472	DAGLIGVARE	1	134173	330415	104526	6	3	0.5
207472	87799D1	Bunnpris Lerkendal	TØRR	Dybdahls veg	7051	Trondheim	10.4142043	63.41354	5	0.02	10	0.02									08:00	10:00			20010105	20010105	0		240		ASKO_MIDT-NORGE	741	87799	W:0 - D:3 - 21:00	939	2712	207472	DAGLIGVARE	1	134175	300080	104563	6	3	0.5
214411	84407D1	Spar Fossum	BAMA		7288	Soknedal	10.18963644	62.94750153	3	0.01	10	0.02	08:45	10:45											20010101	20010101	0		120		ASKO_MIDT-NORGE	741	84407	W:0 - D:5 - 09:00	410	1640	214411	DAGLIGVARE	1	95941	289091	57947	6	6	1
214411	84408D1	Spar Fossum	BAMA		7288	Soknedal	10.18963644	62.94750153	3	0.01	10	0.02			07:30	10:30									20010102	20010102	0		100		ASKO_MIDT-NORGE	741	84408	W:0 - D:7 - 21:00	380	1520	214411	DAGLIGVARE	1	95942	289096	57980	6	6	1
214411	47631D1	Spar Fossum	BAMA		7288	Soknedal	10.18963644	62.94750153	3	0.01	10	0.02							08:30	11:00					20010104	20010104	0		110		ASKO_MIDT-NORGE	741	47631	W:0 - D:2 - 21:00	403	1613	214411	DAGLIGVARE	1	95943	164885	12011	6	6	1
214411	14502D1	Spar Fossum	BAMA		7288	Soknedal	10.18963644	62.94750153	3	0.01	10	0.02									09:00	11:00			20010105	20010105	0		100		ASKO_MIDT-NORGE	741	14502	W:0 - D:3 - 21:00	380	1520	214411	DAGLIGVARE	1	95944	51384	23066	6	6	1
214411	84407D1	Spar Fossum	FRYS		7288	Soknedal	10.18963644	62.94750153	3	0.01	10	0.02	08:45	10:45											20010101	20010101	0		90		ASKO_MIDT-NORGE	741	84407	W:0 - D:5 - 09:00	150	611	214411	DAGLIGVARE	1	95941	289092	57947	6	6	1
214411	47631D1	Spar Fossum	FRYS		7288	Soknedal	10.18963644	62.94750153	3	0.01	10	0.02							08:30	11:00					20010104	20010104	0		80		ASKO_MIDT-NORGE	741	47631	W:0 - D:2 - 21:00	129	516	214411	DAGLIGVARE	1	95943	164886	12011	6	6	1
214411	14502D1	Spar Fossum	FRYS		7288	Soknedal	10.18963644	62.94750153	3	0.01	10	0.02									09:00	11:00			20010105	20010105	0		110		ASKO_MIDT-NORGE	741	14502	W:0 - D:3 - 21:00	186	715	214411	DAGLIGVARE	1	95944	51383	23066	6	6	1
214411	84407D1	Spar Fossum	KJØL		7288	Soknedal	10.18963644	62.94750153	3	0.01	10	0.02	08:45	10:45											20010101	20010101	0		190		ASKO_MIDT-NORGE	741	84407	W:0 - D:5 - 09:00	581	1409	214411	DAGLIGVARE	1	95941	289093	57947	6	6	1
214411	84408D1	Spar Fossum	KJØL		7288	Soknedal	10.18963644	62.94750153	3	0.01	10	0.02			07:30	10:30									20010102	20010102	0		80		ASKO_MIDT-NORGE	741	84408	W:0 - D:7 - 21:00	151	367	214411	DAGLIGVARE	1	95942	289097	57980	6	6	1
214411	47631D1	Spar Fossum	KJØL		7288	Soknedal	10.18963644	62.94750153	3	0.01	10	0.02							08:30	11:00					20010104	20010104	0		190		ASKO_MIDT-NORGE	741	47631	W:0 - D:2 - 21:00	509	1295	214411	DAGLIGVARE	1	95943	164887	12011	6	6	1
214411	14502D1	Spar Fossum	KJØL		7288	Soknedal	10.18963644	62.94750153	3	0.01	10	0.02									09:00	11:00			20010105	20010105	0		130		ASKO_MIDT-NORGE	741	14502	W:0 - D:3 - 21:00	337	839	214411	DAGLIGVARE	1	95944	51382	23066	6	6	1
214411	84407D1	Spar Fossum	Norfersk		7288	Soknedal	10.18963644	62.94750153	3	0.01	10	0.02	08:45	10:45											20010101	20010101	0		1		ASKO_MIDT-NORGE	741	84407	W:0 - D:5 - 12:00			214411	DAGLIGVARE	1	95941	289094	57947	6	6	1
214411	84408D1	Spar Fossum	Norfersk		7288	Soknedal	10.18963644	62.94750153	3	0.01	10	0.02			07:30	10:30									20010102	20010102	0		1		ASKO_MIDT-NORGE	741	84408	W:0 - D:6 - 12:00			214411	DAGLIGVARE	1	95942	289098	57980	6	6	1
214411	47631D1	Spar Fossum	Norfersk		7288	Soknedal	10.18963644	62.94750153	3	0.01	10	0.02							08:30	11:00					20010104	20010104	0		1		ASKO_MIDT-NORGE	741	47631	W:0 - D:2 - 12:00			214411	DAGLIGVARE	1	95943	164888	12011	6	6	1
214411	14502D1	Spar Fossum	Norfersk		7288	Soknedal	10.18963644	62.94750153	3	0.01	10	0.02									09:00	11:00			20010105	20010105	0		1		ASKO_MIDT-NORGE	741	14502	W:0 - D:3 - 12:00			214411	DAGLIGVARE	1	95944	51385	23066	6	6	1
214411	84407D1	Spar Fossum	TØRR		7288	Soknedal	10.18963644	62.94750153	3	0.01	10	0.02	08:45	10:45											20010101	20010101	0		410		ASKO_MIDT-NORGE	741	84407	W:0 - D:5 - 09:00	1618	4451	214411	DAGLIGVARE	1	95941	289095	57947	6	6	1
214411	84408D1	Spar Fossum	TØRR		7288	Soknedal	10.18963644	62.94750153	3	0.01	10	0.02			07:30	10:30									20010102	20010102	0		220		ASKO_MIDT-NORGE	741	84408	W:0 - D:7 - 21:00	530	1564	214411	DAGLIGVARE	1	95942	289099	57980	6	6	1
214411	47631D1	Spar Fossum	TØRR		7288	Soknedal	10.18963644	62.94750153	3	0.01	10	0.02							08:30	11:00					20010104	20010104	0		240		ASKO_MIDT-NORGE	741	47631	W:0 - D:2 - 21:00	652	1601	214411	DAGLIGVARE	1	95943	164889	12011	6	6	1
214411	14502D1	Spar Fossum	TØRR		7288	Soknedal	10.18963644	62.94750153	3	0.01	10	0.02									09:00	11:00			20010105	20010105	0		210		ASKO_MIDT-NORGE	741	14502	W:0 - D:3 - 21:00	507	1511	214411	DAGLIGVARE	1	95944	51381	23066	6	6	1
215020	84564D1	KIWI 114 Tiller	BAMA	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02	07:30	09:30											20010101	20010101	0		350		ASKO_MIDT-NORGE	741	84564	W:0 - D:5 - 09:00	1252	5010	215020	DAGLIGVARE	1	99804	289607	13747	6	6	1
215020	86416D1	KIWI 114 Tiller	BAMA	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02	14:30	16:30											20010101	20010101	0		1		ASKO_MIDT-NORGE	741	86416	W:0 - D:5 - 13:00			215020	DAGLIGVARE	1	99808	295570	296035	6	6	1
215020	84568D1	KIWI 114 Tiller	BAMA	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02			15:00	17:00									20010102	20010102	0		80		ASKO_MIDT-NORGE	741	84568	W:0 - D:1 - 13:00	317	1267	215020	DAGLIGVARE	1	99809	289619	296036	6	5	0.83
215020	84569D1	KIWI 114 Tiller	BAMA	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02					19:00	21:00							20010103	20010103	0		40		ASKO_MIDT-NORGE	741	84569	W:0 - D:2 - 13:00	150	600	215020	DAGLIGVARE	1	99810	289624	296037	6	2	0.33
215020	84566D1	KIWI 114 Tiller	BAMA	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02							11:30	14:00					20010104	20010104	0		90		ASKO_MIDT-NORGE	741	84566	W:0 - D:3 - 10:00	340	1360	215020	DAGLIGVARE	1	99807	289610	43959	6	6	1
215020	14506D1	KIWI 114 Tiller	BAMA	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02									07:00	09:00			20010105	20010105	0		290		ASKO_MIDT-NORGE	741	14506	W:0 - D:3 - 21:00	1050	4200	215020	DAGLIGVARE	1	99806	51400	34010	6	6	1
215020	84565D1	KIWI 114 Tiller	BAMA	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02											07:00	11:30	20010106	20010106	0		40		ASKO_MIDT-NORGE	741	84565	W:0 - D:4 - 21:00	150	600	215020	DAGLIGVARE	1	99805	289609	45163	6	3	0.5
215020	86416D1	KIWI 114 Tiller	FRYS	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02	14:30	16:30											20010101	20010101	0		120		ASKO_MIDT-NORGE	741	86416	W:0 - D:5 - 13:00	417	1444	215020	DAGLIGVARE	1	99808	295571	296035	6	6	1
215020	84568D1	KIWI 114 Tiller	FRYS	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02			15:00	17:00									20010102	20010102	0		30		ASKO_MIDT-NORGE	741	84568	W:0 - D:1 - 13:00	22	94	215020	DAGLIGVARE	1	99809	289620	296036	6	5	0.83
215020	84569D1	KIWI 114 Tiller	FRYS	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02					19:00	21:00							20010103	20010103	0		50		ASKO_MIDT-NORGE	741	84569	W:0 - D:2 - 13:00	146	546	215020	DAGLIGVARE	1	99810	289625	296037	6	2	0.33
215020	14506D1	KIWI 114 Tiller	FRYS	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02									07:00	09:00			20010105	20010105	0		60		ASKO_MIDT-NORGE	741	14506	W:0 - D:3 - 21:00	67	263	215020	DAGLIGVARE	1	99806	51399	34010	6	6	1
215020	86416D1	KIWI 114 Tiller	KJØL	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02	14:30	16:30											20010101	20010101	0		270		ASKO_MIDT-NORGE	741	86416	W:0 - D:5 - 13:00	820	1888	215020	DAGLIGVARE	1	99808	295572	296035	6	6	1
215020	84568D1	KIWI 114 Tiller	KJØL	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02			15:00	17:00									20010102	20010102	0		200		ASKO_MIDT-NORGE	741	84568	W:0 - D:1 - 13:00	750	1795	215020	DAGLIGVARE	1	99809	289621	296036	6	5	0.83
215020	84569D1	KIWI 114 Tiller	KJØL	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02					19:00	21:00							20010103	20010103	0		70		ASKO_MIDT-NORGE	741	84569	W:0 - D:2 - 13:00	159	318	215020	DAGLIGVARE	1	99810	289626	296037	6	2	0.33
215020	84566D1	KIWI 114 Tiller	KJØL	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02							11:30	14:00					20010104	20010104	0		210		ASKO_MIDT-NORGE	741	84566	W:0 - D:3 - 10:00	910	2289	215020	DAGLIGVARE	1	99807	289611	43959	6	6	1
215020	14506D1	KIWI 114 Tiller	KJØL	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02									07:00	09:00			20010105	20010105	0		240		ASKO_MIDT-NORGE	741	14506	W:0 - D:3 - 21:00	743	1707	215020	DAGLIGVARE	1	99806	51398	34010	6	6	1
215020	84564D1	KIWI 114 Tiller	Norfersk	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02	07:30	09:30											20010101	20010101	0		20		ASKO_MIDT-NORGE	741	84564	W:0 - D:5 - 12:00	21	90	215020	DAGLIGVARE	1	99804	289608	13747	6	6	1
215020	86416D1	KIWI 114 Tiller	Norfersk	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02	14:30	16:30											20010101	20010101	0		1		ASKO_MIDT-NORGE	741	86416	W:0 - D:5 - 12:00			215020	DAGLIGVARE	1	99808	295573	296035	6	6	1
215020	84568D1	KIWI 114 Tiller	Norfersk	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02			15:00	17:00									20010102	20010102	0		1		ASKO_MIDT-NORGE	741	84568	W:0 - D:6 - 12:00			215020	DAGLIGVARE	1	99809	289622	296036	6	5	0.83
215020	84569D1	KIWI 114 Tiller	Norfersk	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02					19:00	21:00							20010103	20010103	0		1		ASKO_MIDT-NORGE	741	84569	W:0 - D:1 - 12:00			215020	DAGLIGVARE	1	99810	289627	296037	6	2	0.33
215020	84566D1	KIWI 114 Tiller	Norfersk	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02							11:30	14:00					20010104	20010104	0		10		ASKO_MIDT-NORGE	741	84566	W:0 - D:2 - 12:00	7	30	215020	DAGLIGVARE	1	99807	289612	43959	6	6	1
215020	14506D1	KIWI 114 Tiller	Norfersk	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02									07:00	09:00			20010105	20010105	0		10		ASKO_MIDT-NORGE	741	14506	W:0 - D:3 - 12:00	12	49	215020	DAGLIGVARE	1	99806	51401	34010	6	6	1
215020	86416D1	KIWI 114 Tiller	TØRR	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02	14:30	16:30											20010101	20010101	0		570		ASKO_MIDT-NORGE	741	86416	W:0 - D:5 - 13:00	1869	5299	215020	DAGLIGVARE	1	99808	295574	296035	6	6	1
215020	84568D1	KIWI 114 Tiller	TØRR	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02			15:00	17:00									20010102	20010102	0		530		ASKO_MIDT-NORGE	741	84568	W:0 - D:1 - 13:00	1639	4860	215020	DAGLIGVARE	1	99809	289623	296036	6	5	0.83
215020	84569D1	KIWI 114 Tiller	TØRR	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02					19:00	21:00							20010103	20010103	0		90		ASKO_MIDT-NORGE	741	84569	W:0 - D:2 - 13:00	289	909	215020	DAGLIGVARE	1	99810	289628	296037	6	2	0.33
215020	84566D1	KIWI 114 Tiller	TØRR	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02							11:30	14:00					20010104	20010104	0		430		ASKO_MIDT-NORGE	741	84566	W:0 - D:3 - 10:00	1292	4348	215020	DAGLIGVARE	1	99807	289613	43959	6	6	1
215020	14506D1	KIWI 114 Tiller	TØRR	Ivar Lykkes veg	7075	Trondheim	10.37476745	63.35538426	5	0.02	10	0.02									07:00	09:00			20010105	20010105	0		410		ASKO_MIDT-NORGE	741	14506	W:0 - D:3 - 21:00	901	3882	215020	DAGLIGVARE	1	99806	51397	34010	6	6	1
226084	97162D1	KIWI 115 Mindes Hus	BAMA	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02	09:30	11:30											20010101	20010101	0		270		ASKO_MIDT-NORGE	741	97162	W:0 - D:5 - 09:00	914	3654	226084	DAGLIGVARE	1	116391	329764	30171	6	6	1
226084	86154D1	KIWI 115 Mindes Hus	BAMA	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02	14:30	17:00											20010101	20010101	0		1		ASKO_MIDT-NORGE	741	86154	W:0 - D:5 - 13:00			226084	DAGLIGVARE	1	116397	294832	57586	6	5	0.83
226084	14511D1	KIWI 115 Mindes Hus	BAMA	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02			10:30	12:30									20010102	20010102	0		190		ASKO_MIDT-NORGE	741	14511	W:0 - D:7 - 21:00	627	2507	226084	DAGLIGVARE	1	116392	51412	12261	6	6	1
226084	14512D1	KIWI 115 Mindes Hus	BAMA	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02					07:50	09:50							20010103	20010103	0		150		ASKO_MIDT-NORGE	741	14512	W:0 - D:1 - 21:00	553	2213	226084	DAGLIGVARE	1	116393	51416	14480	6	6	1
226084	14513D1	KIWI 115 Mindes Hus	BAMA	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02							08:45	11:45					20010104	20010104	0		170		ASKO_MIDT-NORGE	741	14513	W:0 - D:2 - 21:00	600	2400	226084	DAGLIGVARE	1	116394	51421	30701	6	6	1
226084	14514D1	KIWI 115 Mindes Hus	BAMA	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02									09:00	11:00			20010105	20010105	0		230		ASKO_MIDT-NORGE	741	14514	W:0 - D:3 - 21:00	855	3420	226084	DAGLIGVARE	1	116395	51426	29172	6	6	1
226084	84029D1	KIWI 115 Mindes Hus	BAMA	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02											07:30	10:00	20010106	20010106	0		50		ASKO_MIDT-NORGE	741	84029	W:0 - D:4 - 21:00	190	760	226084	DAGLIGVARE	1	116396	287878	33353	6	3	0.5
226084	86154D1	KIWI 115 Mindes Hus	FRYS	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02	14:30	17:00											20010101	20010101	0		70		ASKO_MIDT-NORGE	741	86154	W:0 - D:5 - 13:00	72	236	226084	DAGLIGVARE	1	116397	294833	57586	6	5	0.83
226084	14512D1	KIWI 115 Mindes Hus	FRYS	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02					07:50	09:50							20010103	20010103	0		220		ASKO_MIDT-NORGE	741	14512	W:0 - D:1 - 21:00	737	2933	226084	DAGLIGVARE	1	116393	51415	14480	6	6	1
226084	14513D1	KIWI 115 Mindes Hus	FRYS	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02							08:45	11:45					20010104	20010104	0		90		ASKO_MIDT-NORGE	741	14513	W:0 - D:2 - 21:00	211	622	226084	DAGLIGVARE	1	116394	51420	30701	6	6	1
226084	14514D1	KIWI 115 Mindes Hus	FRYS	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02									09:00	11:00			20010105	20010105	0		50		ASKO_MIDT-NORGE	741	14514	W:0 - D:3 - 21:00	24	86	226084	DAGLIGVARE	1	116395	51425	29172	6	6	1
226084	97162D1	KIWI 115 Mindes Hus	KJØL	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02	09:30	11:30											20010101	20010101	0		400		ASKO_MIDT-NORGE	741	97162	W:0 - D:5 - 09:00	1581	3446	226084	DAGLIGVARE	1	116391	329765	30171	6	6	1
226084	86154D1	KIWI 115 Mindes Hus	KJØL	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02	14:30	17:00											20010101	20010101	0		40		ASKO_MIDT-NORGE	741	86154	W:0 - D:5 - 13:00	19	61	226084	DAGLIGVARE	1	116397	294834	57586	6	5	0.83
226084	14512D1	KIWI 115 Mindes Hus	KJØL	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02					07:50	09:50							20010103	20010103	0		250		ASKO_MIDT-NORGE	741	14512	W:0 - D:1 - 21:00	944	1969	226084	DAGLIGVARE	1	116393	51414	14480	6	6	1
226084	14513D1	KIWI 115 Mindes Hus	KJØL	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02							08:45	11:45					20010104	20010104	0		370		ASKO_MIDT-NORGE	741	14513	W:0 - D:2 - 21:00	1530	3268	226084	DAGLIGVARE	1	116394	51419	30701	6	6	1
226084	14514D1	KIWI 115 Mindes Hus	KJØL	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02									09:00	11:00			20010105	20010105	0		70		ASKO_MIDT-NORGE	741	14514	W:0 - D:3 - 21:00	135	315	226084	DAGLIGVARE	1	116395	51424	29172	6	6	1
226084	97162D1	KIWI 115 Mindes Hus	Norfersk	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02	09:30	11:30											20010101	20010101	0		1		ASKO_MIDT-NORGE	741	97162	W:0 - D:5 - 12:00			226084	DAGLIGVARE	1	116391	329766	30171	6	6	1
226084	86154D1	KIWI 115 Mindes Hus	Norfersk	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02	14:30	17:00											20010101	20010101	0		1		ASKO_MIDT-NORGE	741	86154	W:0 - D:5 - 12:00			226084	DAGLIGVARE	1	116397	294835	57586	6	5	0.83
226084	14512D1	KIWI 115 Mindes Hus	Norfersk	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02					07:50	09:50							20010103	20010103	0		0		ASKO_MIDT-NORGE	741	14512	W:0 - D:1 - 12:00	2	9	226084	DAGLIGVARE	1	116393	51417	14480	6	6	1
226084	14513D1	KIWI 115 Mindes Hus	Norfersk	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02							08:45	11:45					20010104	20010104	0		10		ASKO_MIDT-NORGE	741	14513	W:0 - D:2 - 12:00	2	9	226084	DAGLIGVARE	1	116394	51422	30701	6	6	1
226084	14514D1	KIWI 115 Mindes Hus	Norfersk	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02									09:00	11:00			20010105	20010105	0		0		ASKO_MIDT-NORGE	741	14514	W:0 - D:3 - 12:00	1	4	226084	DAGLIGVARE	1	116395	51427	29172	6	6	1
226084	86154D1	KIWI 115 Mindes Hus	TØRR	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02	14:30	17:00											20010101	20010101	0		670		ASKO_MIDT-NORGE	741	86154	W:0 - D:5 - 13:00	2072	6584	226084	DAGLIGVARE	1	116397	294836	57586	6	5	0.83
226084	14512D1	KIWI 115 Mindes Hus	TØRR	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02					07:50	09:50							20010103	20010103	0		330		ASKO_MIDT-NORGE	741	14512	W:0 - D:1 - 21:00	793	3172	226084	DAGLIGVARE	1	116393	51413	14480	6	6	1
226084	14513D1	KIWI 115 Mindes Hus	TØRR	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02							08:45	11:45					20010104	20010104	0		700		ASKO_MIDT-NORGE	741	14513	W:0 - D:2 - 21:00	2970	7179	226084	DAGLIGVARE	1	116394	51418	30701	6	6	1
226084	14514D1	KIWI 115 Mindes Hus	TØRR	Værnesgata	7503	Stjørdal	10.92188055	63.46654018	3	0.01	10	0.02									09:00	11:00			20010105	20010105	0		460		ASKO_MIDT-NORGE	741	14514	W:0 - D:3 - 21:00	1167	4569	226084	DAGLIGVARE	1	116395	51423	29172	6	6	1
226936	88567D1	Bunnpris Verdal	FRYS	Jernbanegata	7650	Verdalsøra	11.4863929	63.79127535	3	0.01	13	0.02	17:45	20:15											20010101	20010101	0		130		ASKO_MIDT-NORGE	741	88567	W:0 - D:5 - 13:00	275	1009	226936	DAGLIGVARE	1	103158	302764	104462	6	6	1
226936	88569D1	Bunnpris Verdal	FRYS	Jernbanegata	7650	Verdalsøra	11.4863929	63.79127535	3	0.01	13	0.02			16:00	18:00									20010102	20010102	0		40		ASKO_MIDT-NORGE	741	88569	W:0 - D:1 - 13:00	62	214	226936	DAGLIGVARE	1	103160	302772	310071	6	3	0.5
226936	88568D1	Bunnpris Verdal	FRYS	Jernbanegata	7650	Verdalsøra	11.4863929	63.79127535	3	0.01	13	0.02							16:15	18:45					20010104	20010104	0		140		ASKO_MIDT-NORGE	741	88568	W:0 - D:3 - 13:00	397	1388	226936	DAGLIGVARE	1	103159	302768	104539	6	6	1
226936	88567D1	Bunnpris Verdal	KJØL	Jernbanegata	7650	Verdalsøra	11.4863929	63.79127535	3	0.01	13	0.02	17:45	20:15											20010101	20010101	0		130		ASKO_MIDT-NORGE	741	88567	W:0 - D:5 - 13:00	436	1084	226936	DAGLIGVARE	1	103158	302765	104462	6	6	1
