KUNDENUMMER,KUNDENAVN,LEVERANSE_LNR,VARESTROM,VARESTROM_LNR,UKEDAG_FRA,KLOKKESLETT_FRA,UKEDAG_TIL,KLOKKESLETT_TIL,FREKVENS,STARTUKE,BESTILLINGSFRISTDAG,BESTILLINGSFRISTTID,STOPPDAG,STOPPTID,LEVERANSE_ID,ORDREUTSENDELSEDAG,SPESIALISERT_BIL,U_LATITUDE,U_LONGITUDE
645713,KIWI 261 Farriseidet,2044293,QTRANSITT,33,1,20:00:00,1,22:00:00,1,1,5,16:00:00,5,17:00:00,338408,5,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044294,QTRANSITT,33,2,20:00:00,2,22:00:00,1,1,1,16:00:00,1,17:00:00,338409,1,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044295,QTRANSITT,33,3,20:00:00,3,22:00:00,1,1,2,16:00:00,2,17:00:00,338410,2,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044296,QTRANSITT,33,4,20:00:00,4,22:00:00,1,1,3,16:00:00,3,17:00:00,338411,3,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044297,QTRANSITT,33,5,20:00:00,5,22:00:00,1,1,4,16:00:00,4,17:00:00,338412,4,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044294,RLFRYS,27,2,20:00:00,2,22:00:00,1,1,1,16:00:00,1,17:00:00,338409,1,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044296,RLFRYS,27,4,20:00:00,4,22:00:00,1,1,3,16:00:00,3,17:00:00,338411,3,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044297,RLFRYS,27,5,20:00:00,5,22:00:00,1,1,4,16:00:00,4,17:00:00,338412,4,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044293,RLKJOL,26,1,20:00:00,1,22:00:00,1,1,5,16:00:00,5,17:00:00,338408,5,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044294,RLKJOL,26,2,20:00:00,2,22:00:00,1,1,1,16:00:00,1,17:00:00,338409,1,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044295,RLKJOL,26,3,20:00:00,3,22:00:00,1,1,2,16:00:00,2,17:00:00,338410,2,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044296,RLKJOL,26,4,20:00:00,4,22:00:00,1,1,3,16:00:00,3,17:00:00,338411,3,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044297,RLKJOL,26,5,20:00:00,5,22:00:00,1,1,4,16:00:00,4,17:00:00,338412,4,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044293,RLTORR,25,1,20:00:00,1,22:00:00,1,1,5,16:00:00,5,17:00:00,338408,5,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044294,RLTORR,25,2,20:00:00,2,22:00:00,1,1,1,16:00:00,1,17:00:00,338409,1,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044295,RLTORR,25,3,20:00:00,3,22:00:00,1,1,2,16:00:00,2,17:00:00,338410,2,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044296,RLTORR,25,4,20:00:00,4,22:00:00,1,1,3,16:00:00,3,17:00:00,338411,3,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044297,RLTORR,25,5,20:00:00,5,22:00:00,1,1,4,16:00:00,4,17:00:00,338412,4,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044293,SENTRALPAKK,22,1,20:00:00,1,22:00:00,1,1,5,16:00:00,5,17:00:00,338408,5,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044294,SENTRALPAKK,22,2,20:00:00,2,22:00:00,1,1,1,16:00:00,1,17:00:00,338409,1,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044295,SENTRALPAKK,22,3,20:00:00,3,22:00:00,1,1,2,16:00:00,2,17:00:00,338410,2,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044296,SENTRALPAKK,22,4,20:00:00,4,22:00:00,1,1,3,16:00:00,3,17:00:00,338411,3,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044297,SENTRALPAKK,22,5,20:00:00,5,22:00:00,1,1,4,16:00:00,4,17:00:00,338412,4,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044294,SLFRYS,30,2,20:00:00,2,22:00:00,1,1,1,16:00:00,1,17:00:00,338409,1,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044296,SLFRYS,30,4,20:00:00,4,22:00:00,1,1,3,16:00:00,3,17:00:00,338411,3,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044297,SLFRYS,30,5,20:00:00,5,22:00:00,1,1,4,16:00:00,4,17:00:00,338412,4,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044293,SLKJOL,29,1,20:00:00,1,22:00:00,1,1,5,16:00:00,5,17:00:00,338408,5,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044294,SLKJOL,29,2,20:00:00,2,22:00:00,1,1,1,16:00:00,1,17:00:00,338409,1,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044295,SLKJOL,29,3,20:00:00,3,22:00:00,1,1,2,16:00:00,2,17:00:00,338410,2,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044296,SLKJOL,29,4,20:00:00,4,22:00:00,1,1,3,16:00:00,3,17:00:00,338411,3,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044297,SLKJOL,29,5,20:00:00,5,22:00:00,1,1,4,16:00:00,4,17:00:00,338412,4,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044293,SLTORR,28,1,20:00:00,1,22:00:00,1,1,5,16:00:00,5,17:00:00,338408,5,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044295,SLTORR,28,3,20:00:00,3,22:00:00,1,1,2,16:00:00,2,17:00:00,338410,2,0,59.05435820458170,10.010020073095800
645713,KIWI 261 Farriseidet,2044296,SLTORR,28,4,20:00:00,4,22:00:00,1,1,3,16:00:00,3,17:00:00,338411,3,0,59.05435820458170,10.010020073095800
670869,Kiwi 358 Bølevegen,2036900,BAMATRANSITT,34,1,07:45:00,1,09:45:00,1,0,4,22:00:00,4,23:00:00,92319,4,1,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036899,BAMATRANSITT,34,1,17:00:00,1,19:00:00,1,0,5,16:00:00,5,17:00:00,73044,5,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036898,BAMATRANSITT,34,2,17:00:00,2,19:00:00,1,0,1,16:00:00,1,17:00:00,73045,1,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036895,BAMATRANSITT,34,3,17:00:00,3,19:00:00,1,0,2,16:00:00,2,17:00:00,73046,2,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036897,BAMATRANSITT,34,4,17:00:00,4,19:00:00,1,0,3,16:00:00,3,17:00:00,73047,3,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036896,BAMATRANSITT,34,5,17:00:00,5,19:00:00,1,0,4,16:00:00,4,17:00:00,73048,4,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036899,QTRANSITT,33,1,17:00:00,1,19:00:00,1,0,5,16:00:00,5,17:00:00,73044,5,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036898,QTRANSITT,33,2,17:00:00,2,19:00:00,1,0,1,16:00:00,1,17:00:00,73045,1,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036895,QTRANSITT,33,3,17:00:00,3,19:00:00,1,0,2,16:00:00,2,17:00:00,73046,2,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036897,QTRANSITT,33,4,17:00:00,4,19:00:00,1,0,3,16:00:00,3,17:00:00,73047,3,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036896,QTRANSITT,33,5,17:00:00,5,19:00:00,1,0,4,16:00:00,4,17:00:00,73048,4,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036899,RLFRYS,27,1,17:00:00,1,19:00:00,1,0,5,16:00:00,5,17:00:00,73044,5,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036898,RLFRYS,27,2,17:00:00,2,19:00:00,1,0,1,16:00:00,1,17:00:00,73045,1,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036897,RLFRYS,27,4,17:00:00,4,19:00:00,1,0,3,16:00:00,3,17:00:00,73047,3,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036899,RLKJOL,26,1,17:00:00,1,19:00:00,1,0,5,16:00:00,5,17:00:00,73044,5,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036898,RLKJOL,26,2,17:00:00,2,19:00:00,1,0,1,16:00:00,1,17:00:00,73045,1,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036895,RLKJOL,26,3,17:00:00,3,19:00:00,1,0,2,16:00:00,2,17:00:00,73046,2,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036897,RLKJOL,26,4,17:00:00,4,19:00:00,1,0,3,16:00:00,3,17:00:00,73047,3,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036896,RLKJOL,26,5,17:00:00,5,19:00:00,1,0,4,16:00:00,4,17:00:00,73048,4,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036899,RLTORR,25,1,17:00:00,1,19:00:00,1,0,5,16:00:00,5,17:00:00,73044,5,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036898,RLTORR,25,2,17:00:00,2,19:00:00,1,0,1,16:00:00,1,17:00:00,73045,1,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036895,RLTORR,25,3,17:00:00,3,19:00:00,1,0,2,16:00:00,2,17:00:00,73046,2,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036897,RLTORR,25,4,17:00:00,4,19:00:00,1,0,3,16:00:00,3,17:00:00,73047,3,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036896,RLTORR,25,5,17:00:00,5,19:00:00,1,0,4,16:00:00,4,17:00:00,73048,4,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036899,SENTRALPAKK,22,1,17:00:00,1,19:00:00,1,0,5,16:00:00,5,17:00:00,73044,5,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036898,SENTRALPAKK,22,2,17:00:00,2,19:00:00,1,0,1,16:00:00,1,17:00:00,73045,1,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036895,SENTRALPAKK,22,3,17:00:00,3,19:00:00,1,0,2,16:00:00,2,17:00:00,73046,2,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036897,SENTRALPAKK,22,4,17:00:00,4,19:00:00,1,0,3,16:00:00,3,17:00:00,73047,3,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036896,SENTRALPAKK,22,5,17:00:00,5,19:00:00,1,0,4,16:00:00,4,17:00:00,73048,4,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036899,SLFRYS,30,1,17:00:00,1,19:00:00,1,0,5,16:00:00,5,17:00:00,73044,5,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036898,SLFRYS,30,2,17:00:00,2,19:00:00,1,0,1,16:00:00,1,17:00:00,73045,1,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036897,SLFRYS,30,4,17:00:00,4,19:00:00,1,0,3,16:00:00,3,17:00:00,73047,3,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036899,SLKJOL,29,1,17:00:00,1,19:00:00,1,0,5,16:00:00,5,17:00:00,73044,5,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036898,SLKJOL,29,2,17:00:00,2,19:00:00,1,0,1,16:00:00,1,17:00:00,73045,1,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036895,SLKJOL,29,3,17:00:00,3,19:00:00,1,0,2,16:00:00,2,17:00:00,73046,2,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036897,SLKJOL,29,4,17:00:00,4,19:00:00,1,0,3,16:00:00,3,17:00:00,73047,3,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036896,SLKJOL,29,5,17:00:00,5,19:00:00,1,0,4,16:00:00,4,17:00:00,73048,4,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036899,SLTORR,28,1,17:00:00,1,19:00:00,1,0,5,16:00:00,5,17:00:00,73044,5,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036895,SLTORR,28,3,17:00:00,3,19:00:00,1,0,2,16:00:00,2,17:00:00,73046,2,0,59.19376769519940,9.621262522874150
670869,Kiwi 358 Bølevegen,2036896,SLTORR,28,5,17:00:00,5,19:00:00,1,0,4,16:00:00,4,17:00:00,73048,4,0,59.19376769519940,9.621262522874150
671081,Kiwi 359 Grønligata Horten,2044495,BAMATRANSITT,34,1,07:30:00,1,09:30:00,1,0,4,22:00:00,4,23:00:00,73454,4,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044496,BAMATRANSITT,34,2,07:30:00,2,09:30:00,1,0,7,22:00:00,7,23:00:00,73455,7,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044493,BAMATRANSITT,34,3,07:30:00,3,09:30:00,1,0,1,22:00:00,1,23:00:00,73456,1,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044494,BAMATRANSITT,34,4,07:30:00,4,09:30:00,1,0,2,22:00:00,2,23:00:00,73457,2,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044492,BAMATRANSITT,34,5,07:30:00,5,09:30:00,1,0,3,22:00:00,3,23:00:00,73458,3,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044497,BAMATRANSITT,34,6,09:00:00,6,11:00:00,1,0,4,19:00:00,4,20:00:00,73459,4,1,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044495,QTRANSITT,33,1,07:30:00,1,09:30:00,1,0,4,22:00:00,4,23:00:00,73454,4,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044496,QTRANSITT,33,2,07:30:00,2,09:30:00,1,0,7,22:00:00,7,23:00:00,73455,7,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044493,QTRANSITT,33,3,07:30:00,3,09:30:00,1,0,1,22:00:00,1,23:00:00,73456,1,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044494,QTRANSITT,33,4,07:30:00,4,09:30:00,1,0,2,22:00:00,2,23:00:00,73457,2,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044492,QTRANSITT,33,5,07:30:00,5,09:30:00,1,0,3,22:00:00,3,23:00:00,73458,3,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044496,RLFRYS,27,2,07:30:00,2,09:30:00,1,0,7,22:00:00,7,23:00:00,73455,7,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044494,RLFRYS,27,4,07:30:00,4,09:30:00,1,0,2,22:00:00,2,23:00:00,73457,2,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044492,RLFRYS,27,5,07:30:00,5,09:30:00,1,0,3,22:00:00,3,23:00:00,73458,3,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044495,RLKJOL,26,1,07:30:00,1,09:30:00,1,0,4,22:00:00,4,23:00:00,73454,4,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044496,RLKJOL,26,2,07:30:00,2,09:30:00,1,0,7,22:00:00,7,23:00:00,73455,7,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044493,RLKJOL,26,3,07:30:00,3,09:30:00,1,0,1,22:00:00,1,23:00:00,73456,1,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044494,RLKJOL,26,4,07:30:00,4,09:30:00,1,0,2,22:00:00,2,23:00:00,73457,2,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044492,RLKJOL,26,5,07:30:00,5,09:30:00,1,0,3,22:00:00,3,23:00:00,73458,3,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044495,RLTORR,25,1,07:30:00,1,09:30:00,1,0,4,22:00:00,4,23:00:00,73454,4,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044496,RLTORR,25,2,07:30:00,2,09:30:00,1,0,7,22:00:00,7,23:00:00,73455,7,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044493,RLTORR,25,3,07:30:00,3,09:30:00,1,0,1,22:00:00,1,23:00:00,73456,1,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044494,RLTORR,25,4,07:30:00,4,09:30:00,1,0,2,22:00:00,2,23:00:00,73457,2,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044492,RLTORR,25,5,07:30:00,5,09:30:00,1,0,3,22:00:00,3,23:00:00,73458,3,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044495,SENTRALPAKK,22,1,07:30:00,1,09:30:00,1,0,4,22:00:00,4,23:00:00,73454,4,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044496,SENTRALPAKK,22,2,07:30:00,2,09:30:00,1,0,7,22:00:00,7,23:00:00,73455,7,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044493,SENTRALPAKK,22,3,07:30:00,3,09:30:00,1,0,1,22:00:00,1,23:00:00,73456,1,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044494,SENTRALPAKK,22,4,07:30:00,4,09:30:00,1,0,2,22:00:00,2,23:00:00,73457,2,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044492,SENTRALPAKK,22,5,07:30:00,5,09:30:00,1,0,3,22:00:00,3,23:00:00,73458,3,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044496,SLFRYS,30,2,07:30:00,2,09:30:00,1,0,7,22:00:00,7,23:00:00,73455,7,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044494,SLFRYS,30,4,07:30:00,4,09:30:00,1,0,2,22:00:00,2,23:00:00,73457,2,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044492,SLFRYS,30,5,07:30:00,5,09:30:00,1,0,3,22:00:00,3,23:00:00,73458,3,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044495,SLKJOL,29,1,07:30:00,1,09:30:00,1,0,4,22:00:00,4,23:00:00,73454,4,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044496,SLKJOL,29,2,07:30:00,2,09:30:00,1,0,7,22:00:00,7,23:00:00,73455,7,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044493,SLKJOL,29,3,07:30:00,3,09:30:00,1,0,1,22:00:00,1,23:00:00,73456,1,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044494,SLKJOL,29,4,07:30:00,4,09:30:00,1,0,2,22:00:00,2,23:00:00,73457,2,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044492,SLKJOL,29,5,07:30:00,5,09:30:00,1,0,3,22:00:00,3,23:00:00,73458,3,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044495,SLTORR,28,1,07:30:00,1,09:30:00,1,0,4,22:00:00,4,23:00:00,73454,4,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044496,SLTORR,28,2,07:30:00,2,09:30:00,1,0,7,22:00:00,7,23:00:00,73455,7,0,59.41065451359710,10.472752955765600
671081,Kiwi 359 Grønligata Horten,2044494,SLTORR,28,4,07:30:00,4,09:30:00,1,0,2,22:00:00,2,23:00:00,73457,2,0,59.41065451359710,10.472752955765600
674663,Kiwi 343 Tollnes,2036666,BAMATRANSITT,34,1,06:45:00,1,08:45:00,1,0,4,22:00:00,4,23:00:00,92325,4,1,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036670,BAMATRANSITT,34,1,15:30:00,1,17:30:00,1,0,5,16:00:00,5,17:00:00,73400,5,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036671,BAMATRANSITT,34,2,15:30:00,2,17:30:00,1,0,1,16:00:00,1,17:00:00,73405,1,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036667,BAMATRANSITT,34,3,15:30:00,3,17:30:00,1,0,2,16:00:00,2,17:00:00,73407,2,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036668,BAMATRANSITT,34,4,15:30:00,4,17:30:00,1,0,3,16:00:00,3,17:00:00,73408,3,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036669,BAMATRANSITT,34,5,15:30:00,5,17:30:00,1,0,4,16:00:00,4,17:00:00,73413,4,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036670,QTRANSITT,33,1,15:30:00,1,17:30:00,1,0,5,16:00:00,5,17:00:00,73400,5,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036671,QTRANSITT,33,2,15:30:00,2,17:30:00,1,0,1,16:00:00,1,17:00:00,73405,1,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036667,QTRANSITT,33,3,15:30:00,3,17:30:00,1,0,2,16:00:00,2,17:00:00,73407,2,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036668,QTRANSITT,33,4,15:30:00,4,17:30:00,1,0,3,16:00:00,3,17:00:00,73408,3,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036669,QTRANSITT,33,5,15:30:00,5,17:30:00,1,0,4,16:00:00,4,17:00:00,73413,4,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036670,RLFRYS,27,1,15:30:00,1,17:30:00,1,0,5,16:00:00,5,17:00:00,73400,5,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036671,RLFRYS,27,2,15:30:00,2,17:30:00,1,0,1,16:00:00,1,17:00:00,73405,1,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036668,RLFRYS,27,4,15:30:00,4,17:30:00,1,0,3,16:00:00,3,17:00:00,73408,3,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036670,RLKJOL,26,1,15:30:00,1,17:30:00,1,0,5,16:00:00,5,17:00:00,73400,5,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036671,RLKJOL,26,2,15:30:00,2,17:30:00,1,0,1,16:00:00,1,17:00:00,73405,1,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036667,RLKJOL,26,3,15:30:00,3,17:30:00,1,0,2,16:00:00,2,17:00:00,73407,2,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036668,RLKJOL,26,4,15:30:00,4,17:30:00,1,0,3,16:00:00,3,17:00:00,73408,3,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036669,RLKJOL,26,5,15:30:00,5,17:30:00,1,0,4,16:00:00,4,17:00:00,73413,4,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036670,RLTORR,25,1,15:30:00,1,17:30:00,1,0,5,16:00:00,5,17:00:00,73400,5,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036671,RLTORR,25,2,15:30:00,2,17:30:00,1,0,1,16:00:00,1,17:00:00,73405,1,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036667,RLTORR,25,3,15:30:00,3,17:30:00,1,0,2,16:00:00,2,17:00:00,73407,2,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036668,RLTORR,25,4,15:30:00,4,17:30:00,1,0,3,16:00:00,3,17:00:00,73408,3,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036669,RLTORR,25,5,15:30:00,5,17:30:00,1,0,4,16:00:00,4,17:00:00,73413,4,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036670,SENTRALPAKK,22,1,15:30:00,1,17:30:00,1,0,5,16:00:00,5,17:00:00,73400,5,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036671,SENTRALPAKK,22,2,15:30:00,2,17:30:00,1,0,1,16:00:00,1,17:00:00,73405,1,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036667,SENTRALPAKK,22,3,15:30:00,3,17:30:00,1,0,2,16:00:00,2,17:00:00,73407,2,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036668,SENTRALPAKK,22,4,15:30:00,4,17:30:00,1,0,3,16:00:00,3,17:00:00,73408,3,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036669,SENTRALPAKK,22,5,15:30:00,5,17:30:00,1,0,4,16:00:00,4,17:00:00,73413,4,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036670,SLFRYS,30,1,15:30:00,1,17:30:00,1,0,5,16:00:00,5,17:00:00,73400,5,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036671,SLFRYS,30,2,15:30:00,2,17:30:00,1,0,1,16:00:00,1,17:00:00,73405,1,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036668,SLFRYS,30,4,15:30:00,4,17:30:00,1,0,3,16:00:00,3,17:00:00,73408,3,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036670,SLKJOL,29,1,15:30:00,1,17:30:00,1,0,5,16:00:00,5,17:00:00,73400,5,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036671,SLKJOL,29,2,15:30:00,2,17:30:00,1,0,1,16:00:00,1,17:00:00,73405,1,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036667,SLKJOL,29,3,15:30:00,3,17:30:00,1,0,2,16:00:00,2,17:00:00,73407,2,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036668,SLKJOL,29,4,15:30:00,4,17:30:00,1,0,3,16:00:00,3,17:00:00,73408,3,0,59.15336053155360,9.639273751025120
674663,Kiwi 343 Tollnes,2036669,SLKJOL,29,5,15:30:00,5,17:30:00,1,0,4,16:00:00,4,17:00:00,73413,4,0,59.15336053155360,9.639273751025120
