KUNDENUMMER,KUNDENAVN,LEVERANSE_LNR,VARESTROM,VARESTROM_LNR,UKEDAG_FRA,KLOKKESLETT_FRA,UKEDAG_TIL,KLOKKESLETT_TIL,FREKVENS,STARTUKE,BESTILLINGSFRISTDAG,BESTILLINGSFRISTTID,STOPPDAG,STOPPTID,LEVERANSE_ID,ORDREUTSENDELSEDAG,SPESIALISERT_BIL,U_LATITUDE,U_LONGITUDE
464636,Kiwi 501 Stridsklev,2044171,QTRANSITT,33,5,17:30:00,5,19:30:00,1,0,4,16:00:00,4,17:00:00,81806,4,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044173,RLFRYS,27,1,17:30:00,1,19:30:00,1,0,5,16:00:00,5,17:00:00,81802,5,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044174,RLFRYS,27,2,17:30:00,2,19:30:00,1,0,1,16:00:00,1,17:00:00,81803,1,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044176,RLFRYS,27,4,17:30:00,4,19:30:00,1,0,3,16:00:00,3,17:00:00,81805,3,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044173,RLKJOL,26,1,17:30:00,1,19:30:00,1,0,5,16:00:00,5,17:00:00,81802,5,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044174,RLKJOL,26,2,17:30:00,2,19:30:00,1,0,1,16:00:00,1,17:00:00,81803,1,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044175,RLKJOL,26,3,17:30:00,3,19:30:00,1,0,2,16:00:00,2,17:00:00,81804,2,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044176,RLKJOL,26,4,17:30:00,4,19:30:00,1,0,3,16:00:00,3,17:00:00,81805,3,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044171,RLKJOL,26,5,17:30:00,5,19:30:00,1,0,4,16:00:00,4,17:00:00,81806,4,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044173,RLTORR,25,1,17:30:00,1,19:30:00,1,0,5,16:00:00,5,17:00:00,81802,5,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044174,RLTORR,25,2,17:30:00,2,19:30:00,1,0,1,16:00:00,1,17:00:00,81803,1,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044175,RLTORR,25,3,17:30:00,3,19:30:00,1,0,2,16:00:00,2,17:00:00,81804,2,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044176,RLTORR,25,4,17:30:00,4,19:30:00,1,0,3,16:00:00,3,17:00:00,81805,3,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044171,RLTORR,25,5,17:30:00,5,19:30:00,1,0,4,16:00:00,4,17:00:00,81806,4,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044173,SENTRALPAKK,22,1,17:30:00,1,19:30:00,1,0,5,16:00:00,5,17:00:00,81802,5,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044174,SENTRALPAKK,22,2,17:30:00,2,19:30:00,1,0,1,16:00:00,1,17:00:00,81803,1,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044175,SENTRALPAKK,22,3,17:30:00,3,19:30:00,1,0,2,16:00:00,2,17:00:00,81804,2,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044176,SENTRALPAKK,22,4,17:30:00,4,19:30:00,1,0,3,16:00:00,3,17:00:00,81805,3,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044171,SENTRALPAKK,22,5,17:30:00,5,19:30:00,1,0,4,16:00:00,4,17:00:00,81806,4,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044173,SLFRYS,30,1,17:30:00,1,19:30:00,1,0,5,16:00:00,5,17:00:00,81802,5,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044174,SLFRYS,30,2,17:30:00,2,19:30:00,1,0,1,16:00:00,1,17:00:00,81803,1,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044176,SLFRYS,30,4,17:30:00,4,19:30:00,1,0,3,16:00:00,3,17:00:00,81805,3,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044173,SLKJOL,29,1,17:30:00,1,19:30:00,1,0,5,16:00:00,5,17:00:00,81802,5,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044174,SLKJOL,29,2,17:30:00,2,19:30:00,1,0,1,16:00:00,1,17:00:00,81803,1,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044175,SLKJOL,29,3,17:30:00,3,19:30:00,1,0,2,16:00:00,2,17:00:00,81804,2,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044176,SLKJOL,29,4,17:30:00,4,19:30:00,1,0,3,16:00:00,3,17:00:00,81805,3,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044171,SLKJOL,29,5,17:30:00,5,19:30:00,1,0,4,16:00:00,4,17:00:00,81806,4,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044173,SLTORR,28,1,17:30:00,1,19:30:00,1,0,5,16:00:00,5,17:00:00,81802,5,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044175,SLTORR,28,3,17:30:00,3,19:30:00,1,0,2,16:00:00,2,17:00:00,81804,2,0,59.11039013510280,9.667175679248420
464636,Kiwi 501 Stridsklev,2044171,SLTORR,28,5,17:30:00,5,19:30:00,1,0,4,16:00:00,4,17:00:00,81806,4,0,59.11039013510280,9.667175679248420
464727,MENY Bø,2046518,BAMATRANSITT,34,1,08:45:00,1,10:45:00,1,0,4,22:00:00,4,23:00:00,72920,4,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046520,BAMATRANSITT,34,2,08:45:00,2,10:45:00,1,0,7,22:00:00,7,23:00:00,72921,7,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046519,BAMATRANSITT,34,3,08:45:00,3,10:45:00,1,0,1,22:00:00,1,23:00:00,72922,1,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046521,BAMATRANSITT,34,4,08:34:00,4,10:45:00,1,0,2,22:00:00,2,23:00:00,72923,2,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046517,BAMATRANSITT,34,5,08:45:00,5,10:45:00,1,0,3,22:00:00,3,23:00:00,72924,3,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046516,BAMATRANSITT,34,6,10:15:00,6,12:15:00,1,0,4,19:00:00,4,20:00:00,72925,4,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046518,QTRANSITT,33,1,08:45:00,1,10:45:00,1,0,4,22:00:00,4,23:00:00,72920,4,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046520,QTRANSITT,33,2,08:45:00,2,10:45:00,1,0,7,22:00:00,7,23:00:00,72921,7,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046519,QTRANSITT,33,3,08:45:00,3,10:45:00,1,0,1,22:00:00,1,23:00:00,72922,1,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046521,QTRANSITT,33,4,08:34:00,4,10:45:00,1,0,2,22:00:00,2,23:00:00,72923,2,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046517,QTRANSITT,33,5,08:45:00,5,10:45:00,1,0,3,22:00:00,3,23:00:00,72924,3,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046516,QTRANSITT,33,6,10:15:00,6,12:15:00,1,0,4,19:00:00,4,20:00:00,72925,4,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046518,RLFRYS,27,1,08:45:00,1,10:45:00,1,0,4,22:00:00,4,23:00:00,72920,4,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046519,RLFRYS,27,3,08:45:00,3,10:45:00,1,0,1,22:00:00,1,23:00:00,72922,1,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046517,RLFRYS,27,5,08:45:00,5,10:45:00,1,0,3,22:00:00,3,23:00:00,72924,3,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046518,RLKJOL,26,1,08:45:00,1,10:45:00,1,0,4,22:00:00,4,23:00:00,72920,4,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046520,RLKJOL,26,2,08:45:00,2,10:45:00,1,0,7,22:00:00,7,23:00:00,72921,7,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046519,RLKJOL,26,3,08:45:00,3,10:45:00,1,0,1,22:00:00,1,23:00:00,72922,1,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046521,RLKJOL,26,4,08:34:00,4,10:45:00,1,0,2,22:00:00,2,23:00:00,72923,2,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046517,RLKJOL,26,5,08:45:00,5,10:45:00,1,0,3,22:00:00,3,23:00:00,72924,3,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046516,RLKJOL,26,6,10:15:00,6,12:15:00,1,0,4,19:00:00,4,20:00:00,72925,4,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046518,RLTORR,25,1,08:45:00,1,10:45:00,1,0,4,22:00:00,4,23:00:00,72920,4,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046520,RLTORR,25,2,08:45:00,2,10:45:00,1,0,7,22:00:00,7,23:00:00,72921,7,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046519,RLTORR,25,3,08:45:00,3,10:45:00,1,0,1,22:00:00,1,23:00:00,72922,1,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046521,RLTORR,25,4,08:34:00,4,10:45:00,1,0,2,22:00:00,2,23:00:00,72923,2,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046517,RLTORR,25,5,08:45:00,5,10:45:00,1,0,3,22:00:00,3,23:00:00,72924,3,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046516,RLTORR,25,6,10:15:00,6,12:15:00,1,0,4,19:00:00,4,20:00:00,72925,4,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046518,SENTRALPAKK,22,1,08:45:00,1,10:45:00,1,0,4,22:00:00,4,23:00:00,72920,4,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046520,SENTRALPAKK,22,2,08:45:00,2,10:45:00,1,0,7,22:00:00,7,23:00:00,72921,7,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046519,SENTRALPAKK,22,3,08:45:00,3,10:45:00,1,0,1,22:00:00,1,23:00:00,72922,1,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046521,SENTRALPAKK,22,4,08:34:00,4,10:45:00,1,0,2,22:00:00,2,23:00:00,72923,2,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046517,SENTRALPAKK,22,5,08:45:00,5,10:45:00,1,0,3,22:00:00,3,23:00:00,72924,3,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046516,SENTRALPAKK,22,6,10:15:00,6,12:15:00,1,0,4,19:00:00,4,20:00:00,72925,4,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046518,SLFRYS,30,1,08:45:00,1,10:45:00,1,0,4,22:00:00,4,23:00:00,72920,4,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046519,SLFRYS,30,3,08:45:00,3,10:45:00,1,0,1,22:00:00,1,23:00:00,72922,1,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046517,SLFRYS,30,5,08:45:00,5,10:45:00,1,0,3,22:00:00,3,23:00:00,72924,3,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046518,SLKJOL,29,1,08:45:00,1,10:45:00,1,0,4,22:00:00,4,23:00:00,72920,4,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046520,SLKJOL,29,2,08:45:00,2,10:45:00,1,0,7,22:00:00,7,23:00:00,72921,7,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046519,SLKJOL,29,3,08:45:00,3,10:45:00,1,0,1,22:00:00,1,23:00:00,72922,1,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046521,SLKJOL,29,4,08:34:00,4,10:45:00,1,0,2,22:00:00,2,23:00:00,72923,2,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046517,SLKJOL,29,5,08:45:00,5,10:45:00,1,0,3,22:00:00,3,23:00:00,72924,3,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046516,SLKJOL,29,6,10:15:00,6,12:15:00,1,0,4,19:00:00,4,20:00:00,72925,4,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046518,SLTORR,28,1,08:45:00,1,10:45:00,1,0,4,22:00:00,4,23:00:00,72920,4,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046520,SLTORR,28,2,08:45:00,2,10:45:00,1,0,7,22:00:00,7,23:00:00,72921,7,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046519,SLTORR,28,3,08:45:00,3,10:45:00,1,0,1,22:00:00,1,23:00:00,72922,1,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046521,SLTORR,28,4,08:34:00,4,10:45:00,1,0,2,22:00:00,2,23:00:00,72923,2,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046517,SLTORR,28,5,08:45:00,5,10:45:00,1,0,3,22:00:00,3,23:00:00,72924,3,0,59.411310047897300,9.07082812441436
464727,MENY Bø,2046516,SLTORR,28,6,10:15:00,6,12:15:00,1,0,4,19:00:00,4,20:00:00,72925,4,0,59.411310047897300,9.07082812441436
464735,SPAR Tjøme,2044581,BAMATRANSITT,34,1,06:30:00,1,08:30:00,1,0,4,22:00:00,4,23:00:00,90822,4,1,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044576,BAMATRANSITT,34,1,18:30:00,1,20:30:00,1,0,5,16:00:00,5,17:00:00,81504,5,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044577,BAMATRANSITT,34,2,18:30:00,2,20:30:00,1,0,1,16:00:00,1,17:00:00,81505,1,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044578,BAMATRANSITT,34,3,18:30:00,3,20:30:00,1,0,2,16:00:00,2,17:00:00,81506,2,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044579,BAMATRANSITT,34,4,18:30:00,4,20:30:00,1,0,3,16:00:00,3,17:00:00,81507,3,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044580,BAMATRANSITT,34,5,18:30:00,5,20:30:00,1,0,4,16:00:00,4,17:00:00,81508,4,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044576,QTRANSITT,33,1,18:30:00,1,20:30:00,1,0,5,16:00:00,5,17:00:00,81504,5,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044577,QTRANSITT,33,2,18:30:00,2,20:30:00,1,0,1,16:00:00,1,17:00:00,81505,1,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044578,QTRANSITT,33,3,18:30:00,3,20:30:00,1,0,2,16:00:00,2,17:00:00,81506,2,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044579,QTRANSITT,33,4,18:30:00,4,20:30:00,1,0,3,16:00:00,3,17:00:00,81507,3,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044580,QTRANSITT,33,5,18:30:00,5,20:30:00,1,0,4,16:00:00,4,17:00:00,81508,4,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044577,RLFRYS,27,2,18:30:00,2,20:30:00,1,0,1,16:00:00,1,17:00:00,81505,1,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044579,RLFRYS,27,4,18:30:00,4,20:30:00,1,0,3,16:00:00,3,17:00:00,81507,3,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044580,RLFRYS,27,5,18:30:00,5,20:30:00,1,0,4,16:00:00,4,17:00:00,81508,4,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044576,RLKJOL,26,1,18:30:00,1,20:30:00,1,0,5,16:00:00,5,17:00:00,81504,5,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044577,RLKJOL,26,2,18:30:00,2,20:30:00,1,0,1,16:00:00,1,17:00:00,81505,1,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044578,RLKJOL,26,3,18:30:00,3,20:30:00,1,0,2,16:00:00,2,17:00:00,81506,2,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044579,RLKJOL,26,4,18:30:00,4,20:30:00,1,0,3,16:00:00,3,17:00:00,81507,3,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044580,RLKJOL,26,5,18:30:00,5,20:30:00,1,0,4,16:00:00,4,17:00:00,81508,4,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044576,RLTORR,25,1,18:30:00,1,20:30:00,1,0,5,16:00:00,5,17:00:00,81504,5,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044577,RLTORR,25,2,18:30:00,2,20:30:00,1,0,1,16:00:00,1,17:00:00,81505,1,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044578,RLTORR,25,3,18:30:00,3,20:30:00,1,0,2,16:00:00,2,17:00:00,81506,2,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044579,RLTORR,25,4,18:30:00,4,20:30:00,1,0,3,16:00:00,3,17:00:00,81507,3,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044580,RLTORR,25,5,18:30:00,5,20:30:00,1,0,4,16:00:00,4,17:00:00,81508,4,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044576,SENTRALPAKK,22,1,18:30:00,1,20:30:00,1,0,5,16:00:00,5,17:00:00,81504,5,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044577,SENTRALPAKK,22,2,18:30:00,2,20:30:00,1,0,1,16:00:00,1,17:00:00,81505,1,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044578,SENTRALPAKK,22,3,18:30:00,3,20:30:00,1,0,2,16:00:00,2,17:00:00,81506,2,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044579,SENTRALPAKK,22,4,18:30:00,4,20:30:00,1,0,3,16:00:00,3,17:00:00,81507,3,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044580,SENTRALPAKK,22,5,18:30:00,5,20:30:00,1,0,4,16:00:00,4,17:00:00,81508,4,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044577,SLFRYS,30,2,18:30:00,2,20:30:00,1,0,1,16:00:00,1,17:00:00,81505,1,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044579,SLFRYS,30,4,18:30:00,4,20:30:00,1,0,3,16:00:00,3,17:00:00,81507,3,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044580,SLFRYS,30,5,18:30:00,5,20:30:00,1,0,4,16:00:00,4,17:00:00,81508,4,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044576,SLKJOL,29,1,18:30:00,1,20:30:00,1,0,5,16:00:00,5,17:00:00,81504,5,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044577,SLKJOL,29,2,18:30:00,2,20:30:00,1,0,1,16:00:00,1,17:00:00,81505,1,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044578,SLKJOL,29,3,18:30:00,3,20:30:00,1,0,2,16:00:00,2,17:00:00,81506,2,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044579,SLKJOL,29,4,18:30:00,4,20:30:00,1,0,3,16:00:00,3,17:00:00,81507,3,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044580,SLKJOL,29,5,18:30:00,5,20:30:00,1,0,4,16:00:00,4,17:00:00,81508,4,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044577,SLTORR,28,2,18:30:00,2,20:30:00,1,0,1,16:00:00,1,17:00:00,81505,1,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044579,SLTORR,28,4,18:30:00,4,20:30:00,1,0,3,16:00:00,3,17:00:00,81507,3,0,59.11545197350330,10.392260598594400
464735,SPAR Tjøme,2044580,SLTORR,28,5,18:30:00,5,20:30:00,1,0,4,16:00:00,4,17:00:00,81508,4,0,59.11545197350330,10.392260598594400
479832,SPAR Haukeli,2044630,BAMATRANSITT,34,1,13:15:00,1,15:15:00,1,0,4,22:00:00,4,23:00:00,81744,4,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044629,BAMATRANSITT,34,3,13:15:00,3,15:15:00,1,0,1,22:00:00,1,23:00:00,81745,1,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044628,BAMATRANSITT,34,5,13:15:00,5,15:15:00,1,0,3,22:00:00,3,23:00:00,81747,3,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044630,QTRANSITT,33,1,13:15:00,1,15:15:00,1,0,4,22:00:00,4,23:00:00,81744,4,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044629,QTRANSITT,33,3,13:15:00,3,15:15:00,1,0,1,22:00:00,1,23:00:00,81745,1,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044628,QTRANSITT,33,5,13:15:00,5,15:15:00,1,0,3,22:00:00,3,23:00:00,81747,3,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044630,RLFRYS,27,1,13:15:00,1,15:15:00,1,0,4,22:00:00,4,23:00:00,81744,4,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044629,RLFRYS,27,3,13:15:00,3,15:15:00,1,0,1,22:00:00,1,23:00:00,81745,1,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044628,RLFRYS,27,5,13:15:00,5,15:15:00,1,0,3,22:00:00,3,23:00:00,81747,3,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044630,RLKJOL,26,1,13:15:00,1,15:15:00,1,0,4,22:00:00,4,23:00:00,81744,4,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044629,RLKJOL,26,3,13:15:00,3,15:15:00,1,0,1,22:00:00,1,23:00:00,81745,1,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044628,RLKJOL,26,5,13:15:00,5,15:15:00,1,0,3,22:00:00,3,23:00:00,81747,3,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044630,RLTORR,25,1,13:15:00,1,15:15:00,1,0,4,22:00:00,4,23:00:00,81744,4,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044629,RLTORR,25,3,13:15:00,3,15:15:00,1,0,1,22:00:00,1,23:00:00,81745,1,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044628,RLTORR,25,5,13:15:00,5,15:15:00,1,0,3,22:00:00,3,23:00:00,81747,3,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044630,SENTRALPAKK,22,1,13:15:00,1,15:15:00,1,0,4,22:00:00,4,23:00:00,81744,4,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044629,SENTRALPAKK,22,3,13:15:00,3,15:15:00,1,0,1,22:00:00,1,23:00:00,81745,1,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044628,SENTRALPAKK,22,5,13:15:00,5,15:15:00,1,0,3,22:00:00,3,23:00:00,81747,3,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044630,SLFRYS,30,1,13:15:00,1,15:15:00,1,0,4,22:00:00,4,23:00:00,81744,4,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044629,SLFRYS,30,3,13:15:00,3,15:15:00,1,0,1,22:00:00,1,23:00:00,81745,1,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044628,SLFRYS,30,5,13:15:00,5,15:15:00,1,0,3,22:00:00,3,23:00:00,81747,3,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044630,SLKJOL,29,1,13:15:00,1,15:15:00,1,0,4,22:00:00,4,23:00:00,81744,4,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044629,SLKJOL,29,3,13:15:00,3,15:15:00,1,0,1,22:00:00,1,23:00:00,81745,1,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044628,SLKJOL,29,5,13:15:00,5,15:15:00,1,0,3,22:00:00,3,23:00:00,81747,3,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044630,SLTORR,28,1,13:15:00,1,15:15:00,1,0,4,22:00:00,4,23:00:00,81744,4,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044629,SLTORR,28,3,13:15:00,3,15:15:00,1,0,1,22:00:00,1,23:00:00,81745,1,0,59.7371577253605,7.56593082285121
479832,SPAR Haukeli,2044628,SLTORR,28,5,13:15:00,5,15:15:00,1,0,3,22:00:00,3,23:00:00,81747,3,0,59.7371577253605,7.56593082285121
488114,SPAR Bø,2036945,BAMATRANSITT,34,1,17:15:00,1,19:15:00,1,0,5,16:00:00,5,17:00:00,81733,5,0,59.41457522684040,9.059510467139230
488114,SPAR Bø,2036944,BAMATRANSITT,34,2,17:15:00,2,19:15:00,1,0,1,16:00:00,1,17:00:00,81734,1,0,59.41457522684040,9.059510467139230
488114,SPAR Bø,2036942,BAMATRANSITT,34,3,17:15:00,3,19:15:00,1,0,2,16:00:00,2,17:00:00,81735,2,0,59.41457522684040,9.059510467139230
488114,SPAR Bø,2036943,BAMATRANSITT,34,4,17:15:00,4,19:15:00,1,0,3,16:00:00,3,17:00:00,81736,3,0,59.41457522684040,9.059510467139230
488114,SPAR Bø,2036946,BAMATRANSITT,34,5,17:15:00,5,19:15:00,1,0,4,16:00:00,4,17:00:00,81737,4,0,59.41457522684040,9.059510467139230
488114,SPAR Bø,2036945,QTRANSITT,33,1,17:15:00,1,19:15:00,1,0,5,16:00:00,5,17:00:00,81733,5,0,59.41457522684040,9.059510467139230
488114,SPAR Bø,2036944,QTRANSITT,33,2,17:15:00,2,19:15:00,1,0,1,16:00:00,1,17:00:00,81734,1,0,59.41457522684040,9.059510467139230
488114,SPAR Bø,2036942,QTRANSITT,33,3,17:15:00,3,19:15:00,1,0,2,16:00:00,2,17:00:00,81735,2,0,59.41457522684040,9.059510467139230
488114,SPAR Bø,2036943,QTRANSITT,33,4,17:15:00,4,19:15:00,1,0,3,16:00:00,3,17:00:00,81736,3,0,59.41457522684040,9.059510467139230
488114,SPAR Bø,2036946,QTRANSITT,33,5,17:15:00,5,19:15:00,1,0,4,16:00:00,4,17:00:00,81737,4,0,59.41457522684040,9.059510467139230
488114,SPAR Bø,2036945,RLFRYS,27,1,17:15:00,1,19:15:00,1,0,5,16:00:00,5,17:00:00,81733,5,0,59.41457522684040,9.059510467139230
488114,SPAR Bø,2036944,RLFRYS,27,2,17:15:00,2,19:15:00,1,0,1,16:00:00,1,17:00:00,81734,1,0,59.41457522684040,9.059510467139230
488114,SPAR Bø,2036943,RLFRYS,27,4,17:15:00,4,19:15:00,1,0,3,16:00:00,3,17:00:00,81736,3,0,59.41457522684040,9.059510467139230
488114,SPAR Bø,2036945,RLKJOL,26,1,17:15:00,1,19:15:00,1,0,5,16:00:00,5,17:00:00,81733,5,0,59.41457522684040,9.059510467139230
488114,SPAR Bø,2036944,RLKJOL,26,2,17:15:00,2,19:15:00,1,0,1,16:00:00,1,17:00:00,81734,1,0,59.41457522684040,9.059510467139230
488114,SPAR Bø,2036942,RLKJOL,26,3,17:15:00,3,19:15:00,1,0,2,16:00:00,2,17:00:00,81735,2,0,59.41457522684040,9.059510467139230
