KUNDENUMMER	KUNDENAVN	VARESTROM	Produktnavn	Atributt	Frekv eks Bama	Frekvens varestrøm	Min Frekvens	Maks Frekvens	PROGNOSE_FP	PROGNOSE_DP	PROGNOSE_M3
202853	SPAR Drangedal	QTRANSITT	QTRANSITT 	Volumsplitt	4	4	3	4	342	26	0.53
202853	SPAR Drangedal	RLFRYS	RLFRYS 	Volumsplitt	4	3	2	3	1737	164	3.48
202853	SPAR Drangedal	RLKJOL	RLKJOL 	Volumsplitt	4	4	3	4	1795	187	1.95
202853	SPAR Drangedal	RLTORR	RLTORR 	Volumsplitt	4	4	2	4	498	4	1.5
202853	SPAR Drangedal	RLTORR	RLTORR RLTO1	Sone	4	4	1	1	3647	386	7.39
202853	SPAR Drangedal	RLTORR	RLTORR RLTO2	Sone	4	4	1	1	1905	131	1.34
202853	SPAR Drangedal	RLTORR	RLTORR RLTO3	Sone	4	4	1	1	4210	332	7.64
202853	SPAR Drangedal	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	4	4	3	4	35	8	0.07
202853	SPAR Drangedal	SLKJOL	SLKJOL 	Volumsplitt	4	4	3	4	3715	427	5.6
202853	SPAR Drangedal	SLTORR	SLTORR 	Volumsplitt	4	3	2	3	2766	257	1.18
228072	Kiwi 558 Nanset	QTRANSITT	QTRANSITT 	Volumsplitt	5	5	4	5	1414	89	2.91
228072	Kiwi 558 Nanset	RLFRYS	RLFRYS 	Volumsplitt	5	3	2	3	4094	434	8.2
228072	Kiwi 558 Nanset	RLKJOL	RLKJOL 	Volumsplitt	5	5	4	5	4044	426	4.45
228072	Kiwi 558 Nanset	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	72	11	0.24
228072	Kiwi 558 Nanset	RLTORR	RLTORR RLTO1	Sone	5	5	1	1	5544	437	8.87
228072	Kiwi 558 Nanset	RLTORR	RLTORR RLTO2	Sone	5	5	1	1	3390	374	10.49
228072	Kiwi 558 Nanset	RLTORR	RLTORR RLTO3	Sone	5	5	1	1	2916	216	2.44
228072	Kiwi 558 Nanset	RLTORR	RLTORR RLTO4	Sone	5	5	1	1	5460	469	7.71
228072	Kiwi 558 Nanset	RLTORR	RLTORR RLTO5	Sone	5	5	1	1	2966	257	5.12
228072	Kiwi 558 Nanset	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	2	0	0
228072	Kiwi 558 Nanset	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	1464	8	4.32
228072	Kiwi 558 Nanset	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	5	5	4	5	225	45	0.42
228072	Kiwi 558 Nanset	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	116	1	0.22
228072	Kiwi 558 Nanset	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	8422	984	12.46
228072	Kiwi 558 Nanset	SLTORR	SLTORR 	Volumsplitt	5	3	2	3	4193	384	1.5
245555	Kiwi 517 Hjemseng	QTRANSITT	QTRANSITT 	Volumsplitt	5	5	4	5	1455	102	2.41
245555	Kiwi 517 Hjemseng	RLFRYS	RLFRYS 	Volumsplitt	5	3	2	3	3178	331	6.53
245555	Kiwi 517 Hjemseng	RLKJOL	RLKJOL 	Volumsplitt	5	5	4	5	3406	363	3.68
245555	Kiwi 517 Hjemseng	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	56	7	0.14
245555	Kiwi 517 Hjemseng	RLTORR	RLTORR RLTO1	Sone	5	5	1	1	3391	312	3.59
245555	Kiwi 517 Hjemseng	RLTORR	RLTORR RLTO2	Sone	5	5	1	1	6210	571	7.75
245555	Kiwi 517 Hjemseng	RLTORR	RLTORR RLTO3	Sone	5	5	1	1	3485	272	2.3
245555	Kiwi 517 Hjemseng	RLTORR	RLTORR RLTO4	Sone	5	5	1	1	2913	267	7.94
245555	Kiwi 517 Hjemseng	RLTORR	RLTORR RLTO5	Sone	5	5	1	1	1223	112	3.64
245555	Kiwi 517 Hjemseng	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	1962	33	7.11
245555	Kiwi 517 Hjemseng	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	5	5	4	5	218	45	0.43
245555	Kiwi 517 Hjemseng	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	106	1	0.2
245555	Kiwi 517 Hjemseng	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	7639	906	11.55
245555	Kiwi 517 Hjemseng	SLTORR	SLTORR 	Volumsplitt	5	3	2	3	3968	374	1.4
246165	KIWI 441 Skoppum	QTRANSITT	QTRANSITT 	Volumsplitt	5	5	4	5	675	46	1.14
246165	KIWI 441 Skoppum	RLFRYS	RLFRYS 	Volumsplitt	5	3	2	3	1827	186	3.64
246165	KIWI 441 Skoppum	RLKJOL	RLKJOL 	Volumsplitt	5	5	4	5	1774	188	2.02
246165	KIWI 441 Skoppum	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	19	2	0.01
246165	KIWI 441 Skoppum	RLTORR	RLTORR RLTO1	Sone	5	5	1	1	1855	173	3.95
246165	KIWI 441 Skoppum	RLTORR	RLTORR RLTO2	Sone	5	5	1	1	3344	256	4.14
246165	KIWI 441 Skoppum	RLTORR	RLTORR RLTO3	Sone	5	5	1	1	414	45	0.22
246165	KIWI 441 Skoppum	RLTORR	RLTORR RLTO4	Sone	5	5	1	1	2289	240	4.4
246165	KIWI 441 Skoppum	RLTORR	RLTORR RLTO5	Sone	5	5	1	1	889	85	1.25
246165	KIWI 441 Skoppum	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	698	11	2.68
246165	KIWI 441 Skoppum	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	5	5	4	5	87	18	0.17
246165	KIWI 441 Skoppum	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	3424	399	5.16
246165	KIWI 441 Skoppum	SLTORR	SLTORR 	Volumsplitt	5	3	2	3	2110	190	0.66
246322	Joker Brevik	QTRANSITT	QTRANSITT 	Volumsplitt	3	3	3	3	23	2	0.03
246322	Joker Brevik	RLFRYS	RLFRYS 	Volumsplitt	3	3	2	3	717	70	1.3
246322	Joker Brevik	RLKJOL	RLKJOL 	Volumsplitt	3	3	3	3	423	42	0.4
246322	Joker Brevik	RLTORR	RLTORR 	Volumsplitt	3	3	2	3	3090	287	4.72
246322	Joker Brevik	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	3	3	3	3	4	1	0.01
246322	Joker Brevik	SLKJOL	SLKJOL 	Volumsplitt	3	3	3	3	848	96	1.06
246322	Joker Brevik	SLTORR	SLTORR 	Volumsplitt	3	3	2	3	1061	103	0.32
246777	MENY Stavern	QTRANSITT	QTRANSITT 	Volumsplitt	5	5	4	5	992	83	1.46
246777	MENY Stavern	RLFRYS	RLFRYS 	Volumsplitt	5	3	2	3	3203	320	6.38
246777	MENY Stavern	RLKJOL	RLKJOL 	Volumsplitt	5	5	4	5	2535	270	2.49
246777	MENY Stavern	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	597	8	1.48
246777	MENY Stavern	RLTORR	RLTORR RLTO1	Sone	5	5	1	1	794	79	0.7
246777	MENY Stavern	RLTORR	RLTORR RLTO2	Sone	5	5	1	1	277	14	0.23
246777	MENY Stavern	RLTORR	RLTORR RLTO3	Sone	5	5	1	1	230	20	0.22
246777	MENY Stavern	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	5466	461	7.81
246777	MENY Stavern	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	10400	938	18.9
246777	MENY Stavern	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	5	5	4	5	94	19	0.17
246777	MENY Stavern	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	7843	881	10.17
246777	MENY Stavern	SLTORR	SLTORR 	Volumsplitt	5	5	3	5	6278	608	3.07
249805	SPAR Siljan	QTRANSITT	QTRANSITT 	Volumsplitt	3	3	3	3	170	17	0.21
249805	SPAR Siljan	RLFRYS	RLFRYS 	Volumsplitt	3	3	2	3	781	80	1.63
249805	SPAR Siljan	RLKJOL	RLKJOL 	Volumsplitt	3	3	3	3	723	75	0.73
249805	SPAR Siljan	RLTORR	RLTORR 	Volumsplitt	3	3	2	3	180	2	0.65
249805	SPAR Siljan	RLTORR	RLTORR 	Volumsplitt	3	3	2	3	333	35	0.69
249805	SPAR Siljan	RLTORR	RLTORR 	Volumsplitt	3	3	2	3	333	27	0.52
249805	SPAR Siljan	RLTORR	RLTORR 	Volumsplitt	3	3	2	3	1493	129	2.4
249805	SPAR Siljan	RLTORR	RLTORR 	Volumsplitt	3	3	2	3	2032	185	2.26
249805	SPAR Siljan	RLTORR	RLTORR 	Volumsplitt	3	3	2	3	93	13	0.76
249805	SPAR Siljan	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	3	3	3	3	8	2	0.02
249805	SPAR Siljan	SLKJOL	SLKJOL 	Volumsplitt	3	3	3	3	1241	142	1.67
249805	SPAR Siljan	SLTORR	SLTORR 	Volumsplitt	3	3	2	3	1181	111	0.42
261172	MENY Åsgårdstrand	QTRANSITT	QTRANSITT 	Volumsplitt	5	5	4	5	895	74	1.33
261172	MENY Åsgårdstrand	RLFRYS	RLFRYS 	Volumsplitt	5	3	2	3	2772	282	5.69
261172	MENY Åsgårdstrand	RLKJOL	RLKJOL 	Volumsplitt	5	5	4	5	2366	254	2.36
261172	MENY Åsgårdstrand	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	1179	26	2.6
261172	MENY Åsgårdstrand	RLTORR	RLTORR RLTO1	Sone	5	5	1	1	2216	234	3.38
261172	MENY Åsgårdstrand	RLTORR	RLTORR RLTO2	Sone	5	5	1	1	4882	397	4.16
261172	MENY Åsgårdstrand	RLTORR	RLTORR RLTO3	Sone	5	5	1	1	3877	384	7.16
261172	MENY Åsgårdstrand	RLTORR	RLTORR RLTO4	Sone	5	5	1	1	1751	173	2.91
261172	MENY Åsgårdstrand	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	1299	76	3.84
261172	MENY Åsgårdstrand	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	457	74	4.01
261172	MENY Åsgårdstrand	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	1	0	0
261172	MENY Åsgårdstrand	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	6	1	0
261172	MENY Åsgårdstrand	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	5	5	4	5	102	21	0.18
261172	MENY Åsgårdstrand	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	134	1	0.25
261172	MENY Åsgårdstrand	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	6956	782	9.23
261172	MENY Åsgårdstrand	SLTORR	SLTORR 	Volumsplitt	5	5	3	5	5743	574	3.34
262246	MENY Stokke	QTRANSITT	QTRANSITT 	Volumsplitt	5	5	4	5	840	69	1.26
262246	MENY Stokke	RLFRYS	RLFRYS 	Volumsplitt	5	3	2	3	2340	239	5.23
262246	MENY Stokke	RLKJOL	RLKJOL 	Volumsplitt	5	5	4	5	2287	238	2.29
262246	MENY Stokke	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	836	13	3.29
262246	MENY Stokke	RLTORR	RLTORR RLTO1	Sone	5	5	1	1	282	34	0.53
262246	MENY Stokke	RLTORR	RLTORR RLTO2	Sone	5	5	1	1	2840	292	3.6
262246	MENY Stokke	RLTORR	RLTORR RLTO3	Sone	5	5	1	1	1683	153	1.58
262246	MENY Stokke	RLTORR	RLTORR RLTO4	Sone	5	5	1	1	5061	381	8.36
262246	MENY Stokke	RLTORR	RLTORR RLTO5	Sone	5	5	1	1	2331	239	5.59
262246	MENY Stokke	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	100	13	0.11
262246	MENY Stokke	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	459	47	0.54
262246	MENY Stokke	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	5	5	4	5	105	21	0.18
262246	MENY Stokke	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	79	0	0.15
262246	MENY Stokke	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	7370	852	9.62
262246	MENY Stokke	SLTORR	SLTORR 	Volumsplitt	5	5	3	5	5794	615	3.41
262527	MENY Farmandstredet	QTRANSITT	QTRANSITT 	Volumsplitt	5	5	4	5	522	44	0.76
262527	MENY Farmandstredet	RLFRYS	RLFRYS 	Volumsplitt	5	3	2	3	2421	239	4.51
262527	MENY Farmandstredet	RLKJOL	RLKJOL 	Volumsplitt	5	5	4	5	1655	178	1.61
262527	MENY Farmandstredet	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	102	12	0.1
262527	MENY Farmandstredet	RLTORR	RLTORR RLTO1	Sone	5	5	1	1	4883	416	4.96
262527	MENY Farmandstredet	RLTORR	RLTORR RLTO2	Sone	5	5	1	1	3121	255	4.24
262527	MENY Farmandstredet	RLTORR	RLTORR RLTO3	Sone	5	5	1	1	2066	183	4.93
262527	MENY Farmandstredet	RLTORR	RLTORR RLTO4	Sone	5	5	1	1	3842	308	3.71
262527	MENY Farmandstredet	RLTORR	RLTORR RLTO5	Sone	5	5	1	1	291	41	1.78
262527	MENY Farmandstredet	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	22	2	0.01
262527	MENY Farmandstredet	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	618	9	2.81
262527	MENY Farmandstredet	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	5	5	4	5	80	16	0.13
262527	MENY Farmandstredet	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	6320	743	7.87
262527	MENY Farmandstredet	SLTORR	SLTORR 	Volumsplitt	5	5	3	5	7062	714	3.61
263616	SPAR Brekkeåsen	QTRANSITT	QTRANSITT 	Volumsplitt	5	5	4	5	365	26	0.6
263616	SPAR Brekkeåsen	RLFRYS	RLFRYS 	Volumsplitt	5	3	2	3	1572	160	3.37
263616	SPAR Brekkeåsen	RLKJOL	RLKJOL 	Volumsplitt	5	5	4	5	1140	125	1.1
263616	SPAR Brekkeåsen	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	550	23	2.4
263616	SPAR Brekkeåsen	RLTORR	RLTORR RLTO1	Sone	5	5	1	1	978	66	0.41
263616	SPAR Brekkeåsen	RLTORR	RLTORR RLTO2	Sone	5	5	1	1	1617	153	3.17
263616	SPAR Brekkeåsen	RLTORR	RLTORR RLTO3	Sone	5	5	1	1	1388	147	2.39
263616	SPAR Brekkeåsen	RLTORR	RLTORR RLTO4	Sone	5	5	1	1	2744	217	3.9
263616	SPAR Brekkeåsen	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	5	5	4	5	23	4	0.05
263616	SPAR Brekkeåsen	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	55	0	0.1
263616	SPAR Brekkeåsen	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	2371	271	3.25
263616	SPAR Brekkeåsen	SLTORR	SLTORR 	Volumsplitt	5	3	2	3	2219	215	0.94
273144	MENY Hovenga	QTRANSITT	QTRANSITT 	Volumsplitt	5	5	4	5	800	68	1.16
273144	MENY Hovenga	RLFRYS	RLFRYS 	Volumsplitt	5	3	2	3	2573	277	5.4
273144	MENY Hovenga	RLKJOL	RLKJOL 	Volumsplitt	5	5	4	5	2224	227	2.31
273144	MENY Hovenga	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	1623	114	4.2
273144	MENY Hovenga	RLTORR	RLTORR RLTO1	Sone	5	5	1	1	3464	291	3.23
273144	MENY Hovenga	RLTORR	RLTORR RLTO2	Sone	5	5	1	1	4798	420	5.57
273144	MENY Hovenga	RLTORR	RLTORR RLTO3	Sone	5	5	1	1	2326	204	4.15
273144	MENY Hovenga	RLTORR	RLTORR RLTO4	Sone	5	5	1	1	1507	158	2.23
273144	MENY Hovenga	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	6	0	0
273144	MENY Hovenga	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	409	63	3.02
273144	MENY Hovenga	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	22	2	0.01
273144	MENY Hovenga	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	661	5	3.27
273144	MENY Hovenga	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	5	5	4	5	88	18	0.16
273144	MENY Hovenga	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	64	0	0.12
273144	MENY Hovenga	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	6606	759	9.13
273144	MENY Hovenga	SLTORR	SLTORR 	Volumsplitt	5	5	3	5	5636	555	2.82
275024	Kiwi 566 Grasmyr	QTRANSITT	QTRANSITT 	Volumsplitt	5	5	4	5	1105	82	1.77
275024	Kiwi 566 Grasmyr	RLFRYS	RLFRYS 	Volumsplitt	5	3	2	3	2672	279	5.58
275024	Kiwi 566 Grasmyr	RLKJOL	RLKJOL 	Volumsplitt	5	5	4	5	3056	314	3.42
275024	Kiwi 566 Grasmyr	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	104	25	0.47
275024	Kiwi 566 Grasmyr	RLTORR	RLTORR RLTO1	Sone	5	5	1	1	1978	190	2.4
275024	Kiwi 566 Grasmyr	RLTORR	RLTORR RLTO2	Sone	5	5	1	1	2478	275	6.39
275024	Kiwi 566 Grasmyr	RLTORR	RLTORR RLTO3	Sone	5	5	1	1	4190	336	6.99
275024	Kiwi 566 Grasmyr	RLTORR	RLTORR RLTO4	Sone	5	5	1	1	5008	419	4.35
275024	Kiwi 566 Grasmyr	RLTORR	RLTORR RLTO5	Sone	5	5	1	1	934	68	1.58
275024	Kiwi 566 Grasmyr	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	2061	36	7.38
275024	Kiwi 566 Grasmyr	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	5	5	4	5	178	37	0.35
275024	Kiwi 566 Grasmyr	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	172	1	0.24
275024	Kiwi 566 Grasmyr	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	6201	687	9.02
275024	Kiwi 566 Grasmyr	SLTORR	SLTORR 	Volumsplitt	5	3	2	3	3272	308	1
275149	MENY Helgeroa	QTRANSITT	QTRANSITT 	Volumsplitt	5	5	4	5	1256	103	1.88
275149	MENY Helgeroa	RLFRYS	RLFRYS 	Volumsplitt	5	3	2	3	3157	322	6.77
275149	MENY Helgeroa	RLKJOL	RLKJOL 	Volumsplitt	5	5	4	5	2874	305	2.82
275149	MENY Helgeroa	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	2205	29	6.76
275149	MENY Helgeroa	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	3260	367	7.27
275149	MENY Helgeroa	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	1110	116	1.82
275149	MENY Helgeroa	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	5723	495	5.5
275149	MENY Helgeroa	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	4310	271	8.09
275149	MENY Helgeroa	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	1	0	0
275149	MENY Helgeroa	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	1501	134	2.76
275149	MENY Helgeroa	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	336	102	1.39
275149	MENY Helgeroa	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	5	5	4	5	87	18	0.16
275149	MENY Helgeroa	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	101	1	0.19
275149	MENY Helgeroa	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	7446	837	10.03
275149	MENY Helgeroa	SLTORR	SLTORR 	Volumsplitt	5	5	3	5	7069	698	3.85
283226	MENY Flåtten	QTRANSITT	QTRANSITT 	Volumsplitt	5	5	4	5	912	74	1.37
283226	MENY Flåtten	RLFRYS	RLFRYS 	Volumsplitt	5	3	2	3	2038	211	4.37
283226	MENY Flåtten	RLKJOL	RLKJOL 	Volumsplitt	5	5	4	5	2150	222	2.31
283226	MENY Flåtten	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	866	15	4.09
283226	MENY Flåtten	RLTORR	RLTORR RLTO1	Sone	5	5	1	1	2800	234	2.83
283226	MENY Flåtten	RLTORR	RLTORR RLTO2	Sone	5	5	1	1	5123	404	4.81
283226	MENY Flåtten	RLTORR	RLTORR RLTO3	Sone	5	5	1	1	581	114	3.12
283226	MENY Flåtten	RLTORR	RLTORR RLTO4	Sone	5	5	1	1	1921	202	4.18
283226	MENY Flåtten	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	562	50	1.14
283226	MENY Flåtten	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	1556	115	3.48
283226	MENY Flåtten	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	3	0	0
283226	MENY Flåtten	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	5	5	4	5	74	15	0.13
283226	MENY Flåtten	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	5990	673	7.62
283226	MENY Flåtten	SLTORR	SLTORR 	Volumsplitt	5	5	3	5	6091	639	3.24
286252	SPAR Skobi	QTRANSITT	QTRANSITT 	Volumsplitt	5	5	4	5	261	24	0.36
286252	SPAR Skobi	RLFRYS	RLFRYS 	Volumsplitt	5	3	2	3	822	86	1.73
286252	SPAR Skobi	RLKJOL	RLKJOL 	Volumsplitt	5	5	4	5	576	59	0.57
286252	SPAR Skobi	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	246	3	0.89
286252	SPAR Skobi	RLTORR	RLTORR RLTO1	Sone	5	5	1	1	663	60	1.61
286252	SPAR Skobi	RLTORR	RLTORR RLTO2	Sone	5	5	1	1	1248	108	1.34
286252	SPAR Skobi	RLTORR	RLTORR RLTO3	Sone	5	5	1	1	538	67	1.01
286252	SPAR Skobi	RLTORR	RLTORR RLTO4	Sone	5	5	1	1	1723	141	2.24
286252	SPAR Skobi	RLTORR	RLTORR RLTO5	Sone	5	5	1	1	29	1	0.41
286252	SPAR Skobi	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	37	6	0.08
286252	SPAR Skobi	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	5	5	4	5	7	1	0.01
286252	SPAR Skobi	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	1364	158	1.7
286252	SPAR Skobi	SLTORR	SLTORR 	Volumsplitt	5	3	2	3	1705	170	0.72
287250	Joker Westgaard	QTRANSITT	QTRANSITT 	Volumsplitt	3	3	3	3	60	6	0.07
287250	Joker Westgaard	RLFRYS	RLFRYS 	Volumsplitt	3	3	2	3	680	68	1.33
287250	Joker Westgaard	RLKJOL	RLKJOL 	Volumsplitt	3	3	3	3	625	64	0.59
287250	Joker Westgaard	RLTORR	RLTORR 	Volumsplitt	3	3	2	3	3851	354	6.18
287250	Joker Westgaard	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	3	3	3	3	5	1	0.01
287250	Joker Westgaard	SLKJOL	SLKJOL 	Volumsplitt	3	3	3	3	1287	143	1.76
287250	Joker Westgaard	SLTORR	SLTORR 	Volumsplitt	3	3	2	3	840	77	0.2
327387	Kiwi 500 Falkum	QTRANSITT	QTRANSITT 	Volumsplitt	5	5	4	5	1280	99	1.99
327387	Kiwi 500 Falkum	RLFRYS	RLFRYS 	Volumsplitt	5	3	2	3	3058	313	5.98
327387	Kiwi 500 Falkum	RLKJOL	RLKJOL 	Volumsplitt	5	5	4	5	3256	338	3.66
327387	Kiwi 500 Falkum	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	1046	95	1.7
327387	Kiwi 500 Falkum	RLTORR	RLTORR RLTO1	Sone	5	5	1	1	3038	323	6.13
327387	Kiwi 500 Falkum	RLTORR	RLTORR RLTO2	Sone	5	5	1	1	2888	250	2.13
327387	Kiwi 500 Falkum	RLTORR	RLTORR RLTO3	Sone	5	5	1	1	5852	452	7.61
327387	Kiwi 500 Falkum	RLTORR	RLTORR RLTO4	Sone	5	5	1	1	368	35	1.66
327387	Kiwi 500 Falkum	RLTORR	RLTORR RLTO5	Sone	5	5	1	1	2896	252	5.39
327387	Kiwi 500 Falkum	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	27	3	0.02
327387	Kiwi 500 Falkum	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	2209	30	7.74
327387	Kiwi 500 Falkum	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	5	5	4	5	215	44	0.39
327387	Kiwi 500 Falkum	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	88	1	0.17
327387	Kiwi 500 Falkum	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	6784	802	10.14
327387	Kiwi 500 Falkum	SLTORR	SLTORR 	Volumsplitt	5	3	2	3	3822	359	1.32
339424	Kiwi 281 Heimdalsvingen	QTRANSITT	QTRANSITT 	Volumsplitt	5	5	4	5	726	54	1.16
339424	Kiwi 281 Heimdalsvingen	RLFRYS	RLFRYS 	Volumsplitt	5	3	2	3	1676	175	3.33
339424	Kiwi 281 Heimdalsvingen	RLKJOL	RLKJOL 	Volumsplitt	5	5	4	5	1672	180	1.84
339424	Kiwi 281 Heimdalsvingen	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	8	2	0.04
339424	Kiwi 281 Heimdalsvingen	RLTORR	RLTORR RLTO1	Sone	5	5	1	1	1273	108	2.29
339424	Kiwi 281 Heimdalsvingen	RLTORR	RLTORR RLTO2	Sone	5	5	1	1	2341	209	1.99
339424	Kiwi 281 Heimdalsvingen	RLTORR	RLTORR RLTO3	Sone	5	5	1	1	1417	171	2.95
339424	Kiwi 281 Heimdalsvingen	RLTORR	RLTORR RLTO4	Sone	5	5	1	1	2928	225	5.05
339424	Kiwi 281 Heimdalsvingen	RLTORR	RLTORR RLTO5	Sone	5	5	1	1	964	96	1.11
339424	Kiwi 281 Heimdalsvingen	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	20	2	0.01
339424	Kiwi 281 Heimdalsvingen	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	1124	9	3.96
339424	Kiwi 281 Heimdalsvingen	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	5	5	4	5	125	24	0.23
339424	Kiwi 281 Heimdalsvingen	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	54	0	0.1
339424	Kiwi 281 Heimdalsvingen	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	3827	440	5.74
339424	Kiwi 281 Heimdalsvingen	SLTORR	SLTORR 	Volumsplitt	5	3	2	3	2254	224	0.8
348482	Kiwi 280 Skippergata	QTRANSITT	QTRANSITT 	Volumsplitt	5	5	4	5	1188	90	1.88
348482	Kiwi 280 Skippergata	RLFRYS	RLFRYS 	Volumsplitt	5	3	2	3	3190	331	6.52
348482	Kiwi 280 Skippergata	RLKJOL	RLKJOL 	Volumsplitt	5	5	4	5	3421	364	3.79
348482	Kiwi 280 Skippergata	RLTORR	RLTORR RLTO1	Sone	5	5	1	1	1758	196	2.99
348482	Kiwi 280 Skippergata	RLTORR	RLTORR RLTO2	Sone	5	5	1	1	3016	276	4.02
348482	Kiwi 280 Skippergata	RLTORR	RLTORR RLTO3	Sone	5	5	1	1	7251	584	10.02
348482	Kiwi 280 Skippergata	RLTORR	RLTORR RLTO4	Sone	5	5	1	1	268	19	0.74
348482	Kiwi 280 Skippergata	RLTORR	RLTORR RLTO5	Sone	5	5	1	1	3366	290	5.24
348482	Kiwi 280 Skippergata	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	28	3	0.02
348482	Kiwi 280 Skippergata	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	2501	40	8.77
