KUNDENUMMER	KUNDENAVN	VARESTROM	Produktnavn	Atributt	Frekv eks Bama	Frekvens varestrøm	Min Frekvens	Maks Frekvens	PROGNOSE_FP	PROGNOSE_DP	PROGNOSE_M3
973479	Kiwi 455 Museumsgata	RLTORR	RLTORR RLTO3	Sone	6	6	1	1	2957	270	3.48
973479	Kiwi 455 Museumsgata	RLTORR	RLTORR RLTO4	Sone	6	6	1	1	3031	277	2.92
973479	Kiwi 455 Museumsgata	RLTORR	RLTORR RLTO5	Sone	6	6	1	1	1467	148	4.69
973479	Kiwi 455 Museumsgata	RLTORR	RLTORR RLTO6	Sone	6	6	1	1	1318	86	3.22
973479	Kiwi 455 Museumsgata	RLTORR	RLTORR 	Volumsplitt	6	6	2	6	23	2	0.01
973479	Kiwi 455 Museumsgata	RLTORR	RLTORR 	Volumsplitt	6	6	2	6	1406	24	5.53
973479	Kiwi 455 Museumsgata	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	6	6	4	6	106	21	0.19
973479	Kiwi 455 Museumsgata	SLKJOL	SLKJOL 	Volumsplitt	6	6	4	6	16	0	0.03
973479	Kiwi 455 Museumsgata	SLKJOL	SLKJOL 	Volumsplitt	6	6	4	6	4037	467	6
973479	Kiwi 455 Museumsgata	SLTORR	SLTORR 	Volumsplitt	6	4	2	4	3065	293	1.03
980292	Kiwi 557 Kilgata	QTRANSITT	QTRANSITT 	Volumsplitt	5	5	4	5	733	56	1.15
980292	Kiwi 557 Kilgata	RLFRYS	RLFRYS 	Volumsplitt	5	3	2	3	1870	196	3.68
980292	Kiwi 557 Kilgata	RLKJOL	RLKJOL 	Volumsplitt	5	5	4	5	1869	193	2.14
980292	Kiwi 557 Kilgata	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	583	72	2.16
980292	Kiwi 557 Kilgata	RLTORR	RLTORR RLTO1	Sone	5	5	1	1	2407	187	2.23
980292	Kiwi 557 Kilgata	RLTORR	RLTORR RLTO2	Sone	5	5	1	1	2282	216	2.42
980292	Kiwi 557 Kilgata	RLTORR	RLTORR RLTO3	Sone	5	5	1	1	1416	170	2.95
980292	Kiwi 557 Kilgata	RLTORR	RLTORR RLTO4	Sone	5	5	1	1	2330	175	3.87
980292	Kiwi 557 Kilgata	RLTORR	RLTORR RLTO5	Sone	5	5	1	1	1113	90	1.54
980292	Kiwi 557 Kilgata	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	870	17	3.68
980292	Kiwi 557 Kilgata	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	5	5	4	5	111	23	0.21
980292	Kiwi 557 Kilgata	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	3953	450	5.43
980292	Kiwi 557 Kilgata	SLTORR	SLTORR 	Volumsplitt	5	3	2	3	2520	246	1.06
981126	Kiwi 437 Risingveien	QTRANSITT	QTRANSITT 	Volumsplitt	5	5	4	5	1474	95	2.97
981126	Kiwi 437 Risingveien	RLFRYS	RLFRYS 	Volumsplitt	5	3	2	3	3286	344	6.93
981126	Kiwi 437 Risingveien	RLKJOL	RLKJOL 	Volumsplitt	5	5	4	5	3802	397	4.29
981126	Kiwi 437 Risingveien	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	29	6	0.1
981126	Kiwi 437 Risingveien	RLTORR	RLTORR RLTO1	Sone	5	5	1	1	8085	655	8.74
981126	Kiwi 437 Risingveien	RLTORR	RLTORR RLTO2	Sone	5	5	1	1	5290	434	5.16
981126	Kiwi 437 Risingveien	RLTORR	RLTORR RLTO3	Sone	5	5	1	1	775	114	3.57
981126	Kiwi 437 Risingveien	RLTORR	RLTORR RLTO4	Sone	5	5	1	1	2088	162	7.52
981126	Kiwi 437 Risingveien	RLTORR	RLTORR RLTO5	Sone	5	5	1	1	1976	198	1.46
981126	Kiwi 437 Risingveien	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	430	61	0.77
981126	Kiwi 437 Risingveien	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	381	25	1.03
981126	Kiwi 437 Risingveien	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	19	2	0.01
981126	Kiwi 437 Risingveien	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	3047	46	11.39
981126	Kiwi 437 Risingveien	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	5	5	4	5	195	40	0.38
981126	Kiwi 437 Risingveien	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	48	0	0.09
981126	Kiwi 437 Risingveien	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	7923	908	11.35
981126	Kiwi 437 Risingveien	SLTORR	SLTORR 	Volumsplitt	5	3	2	3	4476	419	1.56
985754	Kiwi 453 Foyn	QTRANSITT	QTRANSITT 	Volumsplitt	6	6	4	6	918	68	1.47
985754	Kiwi 453 Foyn	RLFRYS	RLFRYS 	Volumsplitt	6	4	3	4	3051	320	5.99
985754	Kiwi 453 Foyn	RLKJOL	RLKJOL 	Volumsplitt	6	6	4	6	2425	256	2.69
985754	Kiwi 453 Foyn	RLTORR	RLTORR 	Volumsplitt	6	6	2	6	1060	100	1.53
985754	Kiwi 453 Foyn	RLTORR	RLTORR RLTO1	Sone	6	6	1	1	3286	219	1.33
985754	Kiwi 453 Foyn	RLTORR	RLTORR RLTO2	Sone	6	6	1	1	291	37	0.45
985754	Kiwi 453 Foyn	RLTORR	RLTORR RLTO3	Sone	6	6	1	1	1300	123	1.31
985754	Kiwi 453 Foyn	RLTORR	RLTORR RLTO4	Sone	6	6	1	1	2143	197	2.65
985754	Kiwi 453 Foyn	RLTORR	RLTORR RLTO5	Sone	6	6	1	1	2087	184	2.42
985754	Kiwi 453 Foyn	RLTORR	RLTORR RLTO6	Sone	6	6	1	1	1819	154	2.39
985754	Kiwi 453 Foyn	RLTORR	RLTORR 	Volumsplitt	6	6	2	6	3118	279	5.48
985754	Kiwi 453 Foyn	RLTORR	RLTORR 	Volumsplitt	6	6	2	6	1599	92	4.06
985754	Kiwi 453 Foyn	RLTORR	RLTORR 	Volumsplitt	6	6	2	6	2031	28	7.56
985754	Kiwi 453 Foyn	RLTORR	RLTORR 	Volumsplitt	6	6	2	6	12	0	0
985754	Kiwi 453 Foyn	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	6	6	4	6	182	37	0.31
985754	Kiwi 453 Foyn	SLKJOL	SLKJOL 	Volumsplitt	6	6	4	6	62	0	0.09
985754	Kiwi 453 Foyn	SLKJOL	SLKJOL 	Volumsplitt	6	6	4	6	5728	667	8.53
985754	Kiwi 453 Foyn	SLTORR	SLTORR 	Volumsplitt	6	4	2	4	5675	583	1.65
988311	Kiwi 454 Barkåker	QTRANSITT	QTRANSITT 	Volumsplitt	5	5	4	5	903	63	1.5
988311	Kiwi 454 Barkåker	RLFRYS	RLFRYS 	Volumsplitt	5	3	2	3	2355	240	4.59
988311	Kiwi 454 Barkåker	RLKJOL	RLKJOL 	Volumsplitt	5	5	4	5	2433	258	2.65
988311	Kiwi 454 Barkåker	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	291	22	0.76
988311	Kiwi 454 Barkåker	RLTORR	RLTORR RLTO1	Sone	5	5	1	1	3162	247	3.02
988311	Kiwi 454 Barkåker	RLTORR	RLTORR RLTO2	Sone	5	5	1	1	634	74	0.98
988311	Kiwi 454 Barkåker	RLTORR	RLTORR RLTO3	Sone	5	5	1	1	1907	177	3.82
988311	Kiwi 454 Barkåker	RLTORR	RLTORR RLTO4	Sone	5	5	1	1	3485	314	7.15
988311	Kiwi 454 Barkåker	RLTORR	RLTORR RLTO5	Sone	5	5	1	1	2228	193	1.77
988311	Kiwi 454 Barkåker	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	1615	17	5.76
988311	Kiwi 454 Barkåker	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	5	5	4	5	139	28	0.27
988311	Kiwi 454 Barkåker	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	86	1	0.16
988311	Kiwi 454 Barkåker	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	4920	548	7.2
988311	Kiwi 454 Barkåker	SLTORR	SLTORR 	Volumsplitt	5	3	2	3	2877	275	0.93
989327	SPAR Bratland Vinje	QTRANSITT	QTRANSITT 	Volumsplitt	4	4	3	4	55	5	0.08
989327	SPAR Bratland Vinje	RLFRYS	RLFRYS 	Volumsplitt	4	3	2	3	924	90	1.64
989327	SPAR Bratland Vinje	RLKJOL	RLKJOL 	Volumsplitt	4	4	3	4	810	83	0.8
989327	SPAR Bratland Vinje	RLTORR	RLTORR 	Volumsplitt	4	4	2	4	245	1	0.69
989327	SPAR Bratland Vinje	RLTORR	RLTORR RLTO1	Sone	4	4	1	1	1396	115	1.37
989327	SPAR Bratland Vinje	RLTORR	RLTORR RLTO2	Sone	4	4	1	1	2104	220	3.61
989327	SPAR Bratland Vinje	RLTORR	RLTORR RLTO3	Sone	4	4	1	1	1579	129	2.08
989327	SPAR Bratland Vinje	RLTORR	RLTORR RLTO4	Sone	4	4	1	1	114	16	1.03
989327	SPAR Bratland Vinje	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	4	4	3	4	28	6	0.05
989327	SPAR Bratland Vinje	SLKJOL	SLKJOL 	Volumsplitt	4	4	3	4	1931	235	2.79
989327	SPAR Bratland Vinje	SLTORR	SLTORR 	Volumsplitt	4	3	2	3	2020	190	0.86
998930	SPAR Tønsberg	QTRANSITT	QTRANSITT 	Volumsplitt	5	5	4	5	191	19	0.24
998930	SPAR Tønsberg	RLFRYS	RLFRYS 	Volumsplitt	5	3	2	3	1035	100	2
998930	SPAR Tønsberg	RLKJOL	RLKJOL 	Volumsplitt	5	5	4	5	731	79	0.72
998930	SPAR Tønsberg	RLTORR	RLTORR 	Volumsplitt	5	5	2	5	276	2	0.95
998930	SPAR Tønsberg	RLTORR	RLTORR RLTO1	Sone	5	5	1	1	324	32	0.56
998930	SPAR Tønsberg	RLTORR	RLTORR RLTO2	Sone	5	5	1	1	1290	115	1.71
998930	SPAR Tønsberg	RLTORR	RLTORR RLTO3	Sone	5	5	1	1	1834	173	3.16
998930	SPAR Tønsberg	RLTORR	RLTORR RLTO4	Sone	5	5	1	1	1720	131	2.41
998930	SPAR Tønsberg	RLTORR	RLTORR RLTO5	Sone	5	5	1	1	30	4	0.04
998930	SPAR Tønsberg	SENTRALPAKK	SENTRALPAKK 	Volumsplitt	5	5	4	5	14	2	0.03
998930	SPAR Tønsberg	SLKJOL	SLKJOL 	Volumsplitt	5	5	4	5	1564	187	2.14
998930	SPAR Tønsberg	SLTORR	SLTORR 	Volumsplitt	5	3	2	3	1933	202	0.72
